date,stock_id,buy,name,sell,net
2026-03-26,2436,1202201,Foreign_Investor,870000,332201.0
2026-03-26,4121,45000,Foreign_Investor,30000,15000.0
2026-03-26,4148,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4147,737000,Foreign_Investor,602000,135000.0
2026-03-26,4147,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4147,0,Investment_Trust,0,0.0
2026-03-26,4147,2446,Dealer_self,2915,-469.0
2026-03-26,4147,0,Dealer_Hedging,0,0.0
2026-03-26,4148,12000,Foreign_Investor,2000,10000.0
2026-03-26,4148,0,Investment_Trust,0,0.0
2026-03-26,4142,3000,Dealer_self,0,3000.0
2026-03-26,4148,4000,Dealer_self,1000,3000.0
2026-03-26,4171,30,Dealer_Hedging,0,30.0
2026-03-26,2923,0,Investment_Trust,0,0.0
2026-03-26,4174,54000,Foreign_Investor,176000,-122000.0
2026-03-26,4174,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4128,1000,Dealer_Hedging,221,779.0
2026-03-26,4108,18000,Foreign_Investor,2000,16000.0
2026-03-26,4108,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4108,0,Investment_Trust,0,0.0
2026-03-26,4108,1000,Dealer_self,0,1000.0
2026-03-26,3016,17147,Dealer_Hedging,24628,-7481.0
2026-03-26,4106,0,Foreign_Dealer_Self,0,0.0
2026-03-26,3016,2000,Dealer_self,0,2000.0
2026-03-26,3016,0,Investment_Trust,119,-119.0
2026-03-26,3016,0,Foreign_Dealer_Self,0,0.0
2026-03-26,3016,460000,Foreign_Investor,628000,-168000.0
2026-03-26,4116,1000,Foreign_Investor,0,1000.0
2026-03-26,4116,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4106,0,Investment_Trust,0,0.0
2026-03-26,4106,18000,Foreign_Investor,3000,15000.0
2026-03-26,4116,0,Dealer_self,0,0.0
2026-03-26,3017,70288,Dealer_self,51000,19288.0
2026-03-26,3707,754000,Foreign_Investor,1423000,-669000.0
2026-03-26,3707,0,Foreign_Dealer_Self,0,0.0
2026-03-26,3707,0,Investment_Trust,0,0.0
2026-03-26,3707,63000,Dealer_self,0,63000.0
2026-03-26,3707,28391,Dealer_Hedging,22995,5396.0
2026-03-26,3017,182981,Dealer_Hedging,181859,1122.0
2026-03-26,3017,434170,Investment_Trust,4000,430170.0
2026-03-26,4108,0,Dealer_Hedging,0,0.0
2026-03-26,4106,0,Dealer_Hedging,0,0.0
2026-03-26,4130,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4168,0,Dealer_Hedging,399,-399.0
2026-03-26,4160,0,Dealer_Hedging,0,0.0
2026-03-26,4106,1000,Dealer_self,0,1000.0
2026-03-26,4174,0,Dealer_self,0,0.0
2026-03-26,4174,0,Dealer_Hedging,242,-242.0
2026-03-26,2912,22419,Dealer_Hedging,23000,-581.0
2026-03-26,2912,7000,Dealer_self,0,7000.0
2026-03-26,2912,0,Investment_Trust,3000,-3000.0
2026-03-26,2912,0,Foreign_Dealer_Self,0,0.0
2026-03-26,2912,2418368,Foreign_Investor,775900,1642468.0
2026-03-26,4171,23000,Foreign_Investor,6000,17000.0
2026-03-26,4168,0,Dealer_self,0,0.0
2026-03-26,4160,0,Investment_Trust,0,0.0
2026-03-26,4162,481,Dealer_Hedging,8042,-7561.0
2026-03-26,1530,0,Dealer_Hedging,0,0.0
2026-03-26,2351,1418090,Foreign_Investor,1246000,172090.0
2026-03-26,4162,90000,Foreign_Investor,44001,45999.0
2026-03-26,4162,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4162,0,Investment_Trust,0,0.0
2026-03-26,4162,0,Dealer_self,2000,-2000.0
2026-03-26,2915,34000,Dealer_Hedging,0,34000.0
2026-03-26,4168,0,Investment_Trust,0,0.0
2026-03-26,2915,8000,Dealer_self,0,8000.0
2026-03-26,2915,0,Investment_Trust,3000,-3000.0
2026-03-26,2915,0,Foreign_Dealer_Self,0,0.0
2026-03-26,2915,424000,Foreign_Investor,266000,158000.0
2026-03-26,4168,32000,Foreign_Investor,13000,19000.0
2026-03-26,4168,0,Foreign_Dealer_Self,0,0.0
2026-03-26,4160,0,Dealer_self,0,0.0
2026-03-26,2317,15943792,Foreign_Investor,21372078,-5428286.0
2026-03-26,1711,34000,Dealer_Hedging,113524,-79524.0
2026-03-26,1477,331000,Dealer_Hedging,140457,190543.0
2026-03-26,2013,54000,Foreign_Investor,16000,38000.0
2026-03-26,1784,0,Investment_Trust,0,0.0
2026-03-26,1784,0,Foreign_Dealer_Self,0,0.0
2026-03-26,1784,22000,Foreign_Investor,47000,-25000.0
2026-03-26,1762,0,Dealer_Hedging,0,0.0
2026-03-26,1762,47000,Foreign_Investor,10000,37000.0
2026-03-26,1760,0,Dealer_Hedging,0,0.0
2026-03-26,1256,0,Dealer_self,0,0.0
2026-03-26,2399,7405,Dealer_self,8519,-1114.0
2026-03-26,1312,180964,Dealer_self,213565,-32601.0
