date,stock_id,HoldingSharesLevel,people,percent,unit
2026-04-30,4119,"30,001-40,000",98,2.91,3483631
2026-04-30,2302,"5,001-10,000",838,4.19,6970551
2026-04-30,1409,"50,001-100,000",972,4.34,70265276
2026-04-30,2603,"20,001-30,000",1651,1.91,41468858
2026-04-30,1413,"40,001-50,000",25,0.89,1184988
2026-04-30,4119,"20,001-30,000",229,4.75,5677816
2026-04-30,4119,"15,001-20,000",193,2.85,3415691
2026-04-30,4119,"10,001-15,000",416,4.32,5166141
2026-04-30,4119,"5,001-10,000",1149,7.01,8385688
2026-04-30,4119,"1,000-5,000",6320,11.21,13408135
2026-04-30,4123,"40,001-50,000",322,1.89,14556576
2026-04-30,4123,"30,001-40,000",534,2.39,18393089
2026-04-30,2305,1-999,11251,1.67,3446658
2026-04-30,3632,"30,001-40,000",36,2.98,1220316
2026-04-30,2302,"200,001-400,000",22,3.87,6450676
2026-04-30,2302,"400,001-600,000",9,2.57,4280556
2026-04-30,2305,total,20946,100.0,205660827
2026-04-30,3611,"50,001-100,000",28,3.83,1821586
2026-04-30,1409,"15,001-20,000",2196,2.53,40966437
2026-04-30,3632,"20,001-30,000",105,6.18,2528123
2026-04-30,1409,"10,001-15,000",3340,2.58,41856644
2026-04-30,1409,"5,001-10,000",9901,4.85,78654463
2026-04-30,1409,"1,000-5,000",46200,6.35,102827715
2026-04-30,3611,"15,001-20,000",65,2.44,1160821
2026-04-30,3611,"20,001-30,000",49,2.65,1262920
2026-04-30,3611,"30,001-40,000",26,1.92,917070
2026-04-30,2302,"40,001-50,000",44,1.21,2027246
2026-04-30,2302,"50,001-100,000",76,3.16,5257574
2026-04-30,4108,"50,001-100,000",256,9.08,18051518
2026-04-30,4108,"40,001-50,000",144,3.34,6644665
2026-04-30,2302,"100,001-200,000",44,3.56,5930481
2026-04-30,2305,"200,001-400,000",30,4.04,8320000
2026-04-30,2349,"600,001-800,000",22,2.19,15204417
2026-04-30,3632,"1,000-5,000",4717,25.36,10370291
2026-04-30,6497,差異數調整（說明4）,0,0.0,0
2026-04-30,2349,"200,001-400,000",135,5.33,37032207
2026-04-30,3611,"10,001-15,000",112,2.92,1389614
2026-04-30,1409,"100,001-200,000",424,3.73,60496990
2026-04-30,2603,"15,001-20,000",1868,1.56,33835206
2026-04-30,2603,"10,001-15,000",3313,1.93,41842046
2026-04-30,2603,"5,001-10,000",11228,3.93,85115582
2026-04-30,2603,"1,000-5,000",117826,10.15,219778277
2026-04-30,2603,1-999,191466,2.05,44596344
2026-04-30,1409,"more than 1,000,001",126,62.62,1013599155
2026-04-30,1409,total,132884,100.0,1618409286
2026-04-30,1409,"400,001-600,000",49,1.49,24244463
2026-04-30,1409,差異數調整（說明4）,0,0.0,0
2026-04-30,1409,"200,001-400,000",161,2.75,44585046
2026-04-30,1409,"600,001-800,000",26,1.11,18040124
2026-04-30,3630,1-999,11631,0.24,502497
2026-04-30,1409,"800,001-1,000,000",14,0.78,12717990
2026-04-30,3611,"5,001-10,000",263,4.06,1935129
2026-04-30,1413,"50,001-100,000",75,3.98,5270606
2026-04-30,3632,"5,001-10,000",873,15.14,6193117
2026-04-30,1409,"40,001-50,000",556,1.61,26102010
2026-04-30,1409,"30,001-40,000",861,1.9,30785930
2026-04-30,3611,"1,000-5,000",2312,8.92,4244607
2026-04-30,3611,"40,001-50,000",18,1.73,823151
2026-04-30,1409,"20,001-30,000",1811,2.84,46084218
2026-04-30,2305,差異數調整（說明4）,0,0.0,0
2026-04-30,2305,"more than 1,000,001",11,63.63,130863517
2026-04-30,2305,"800,001-1,000,000",3,1.39,2871351
2026-04-30,5481,total,42931,100.0,71402891
2026-04-30,2305,"600,001-800,000",5,1.59,3273965
2026-04-30,2305,"400,001-600,000",6,1.46,3005742
2026-04-30,3632,1-999,31524,5.6,2293394
2026-04-30,2453,"40,001-50,000",44,2.07,2078662
2026-04-30,2305,"100,001-200,000",31,2.07,4260006
2026-04-30,3632,"15,001-20,000",116,4.9,2004059
2026-04-30,2313,"50,001-100,000",339,2.06,24606450
2026-04-30,1413,"1,000-5,000",1913,3.05,4040672
2026-04-30,2313,"15,001-20,000",1071,1.67,19973904
2026-04-30,1410,"50,001-100,000",29,3.46,2151128
2026-04-30,3629,"20,001-30,000",13,0.98,324801
2026-04-30,4108,"15,001-20,000",474,4.34,8633101
2026-04-30,4108,"20,001-30,000",441,5.57,11080305
2026-04-30,8210,差異數調整（說明4）,0,0.0,0
2026-04-30,4108,"30,001-40,000",216,3.83,7612036
2026-04-30,2312,"5,001-10,000",16000,8.75,131774770
2026-04-30,2312,"1,000-5,000",111146,15.45,232776288
2026-04-30,4108,total,56019,100.0,198618879
2026-04-30,2453,"50,001-100,000",62,4.34,4348756
2026-04-30,4108,"more than 1,000,001",8,23.61,46903743
2026-04-30,3629,"30,001-40,000",10,1.08,356733
2026-04-30,4126,total,22809,100.0,72600000
2026-04-30,4126,"more than 1,000,001",14,54.51,39576219
2026-04-30,4126,"800,001-1,000,000",1,1.28,930000
2026-04-30,4126,"600,001-800,000",4,3.78,2747000
2026-04-30,4126,"400,001-600,000",5,3.65,2651913
2026-04-30,4126,"200,001-400,000",12,4.49,3261222
2026-04-30,4126,"100,001-200,000",20,3.63,2641979
2026-04-30,4108,"800,001-1,000,000",4,1.85,3680164
2026-04-30,4108,"600,001-800,000",4,1.43,2848958
2026-04-30,4126,"50,001-100,000",43,3.94,2863656
2026-04-30,2453,"20,001-30,000",147,3.72,3720023
2026-04-30,4130,"20,001-30,000",194,3.4,4691635
2026-04-30,2211,"200,001-400,000",28,1.86,7797320
2026-04-30,2302,"1,000-5,000",6111,7.7,12818793
2026-04-30,2211,"more than 1,000,001",34,78.81,328737292
2026-04-30,5481,"100,001-200,000",40,7.99,5710992
2026-04-30,3632,"10,001-15,000",307,9.11,3726363
2026-04-30,2211,total,23331,100.0,417091463
2026-04-30,5481,"50,001-100,000",47,5.03,3595358
2026-04-30,3687,"30,001-40,000",9,1.05,317694
2026-04-30,2369,"100,001-200,000",104,3.94,15011274
2026-04-30,1413,"5,001-10,000",338,2.01,2662812
2026-04-30,1413,"10,001-15,000",118,1.13,1501294
2026-04-30,1413,"15,001-20,000",78,1.08,1439918
2026-04-30,1413,"20,001-30,000",67,1.32,1750051
2026-04-30,1413,"30,001-40,000",38,1.01,1344807
2026-04-30,3611,1-999,1967,0.7,335116
2026-04-30,2321,"5,001-10,000",135,3.37,1021106
2026-04-30,4130,"30,001-40,000",58,1.44,1994616
2026-04-30,2313,"20,001-30,000",791,1.72,20540227
2026-04-30,2313,"30,001-40,000",343,1.03,12385509
2026-04-30,2313,"40,001-50,000",198,0.77,9268879
2026-04-30,2453,"30,001-40,000",78,2.77,2770655
2026-04-30,3687,"20,001-30,000",39,3.33,1003357
2026-04-30,2369,"50,001-100,000",304,5.89,22425210
2026-04-30,8081,差異數調整（說明4）,0,0.0,0
2026-04-30,2313,"10,001-15,000",1705,1.83,21919379
2026-04-30,2369,"40,001-50,000",181,2.27,8657999
2026-04-30,2369,"30,001-40,000",280,2.7,10290284
2026-04-30,2369,"20,001-30,000",638,4.47,16994242
2026-04-30,2369,"15,001-20,000",1060,5.31,20200003
2026-04-30,2369,"10,001-15,000",1257,4.28,16282794
2026-04-30,2369,"5,001-10,000",5563,12.17,46273670
2026-04-30,2369,"1,000-5,000",45178,23.99,91186721
2026-04-30,4108,"400,001-600,000",12,2.83,5637309
2026-04-30,4108,"200,001-400,000",52,7.06,14029685
2026-04-30,4108,"100,001-200,000",119,8.24,16370676
2026-04-30,2211,差異數調整（說明4）,0,0.0,0
2026-04-30,5481,"200,001-400,000",15,6.01,4293653
2026-04-30,1225,"200,001-400,000",23,2.62,6364951
2026-04-30,1225,"600,001-800,000",2,0.57,1395759
2026-04-30,5546,"100,001-200,000",23,4.08,3362158
2026-04-30,1109,"100,001-200,000",71,3.0,10258535
2026-04-30,6120,"50,001-100,000",446,5.25,31463865
2026-04-30,6244,"400,001-600,000",22,2.89,11208628
2026-04-30,1109,差異數調整（說明4）,0,0.0,0
2026-04-30,1109,total,12132,100.0,341158868
2026-04-30,1109,"more than 1,000,001",35,72.49,247315140
2026-04-30,1109,"800,001-1,000,000",8,2.14,7324504
2026-04-30,1109,"600,001-800,000",9,1.82,6223349
2026-04-30,1110,"15,001-20,000",65,0.21,1210847
2026-04-30,1110,"20,001-30,000",82,0.37,2129040
2026-04-30,1110,"30,001-40,000",48,0.3,1741779
2026-04-30,6120,"100,001-200,000",217,5.05,30288614
2026-04-30,6120,"400,001-600,000",28,2.32,13929511
2026-04-30,6120,"600,001-800,000",12,1.4,8397903
2026-04-30,6120,"800,001-1,000,000",11,1.67,10027867
2026-04-30,6120,"more than 1,000,001",30,54.62,327174578
2026-04-30,6120,total,61286,100.0,598999602
2026-04-30,6244,差異數調整（說明4）,0,0.0,0
2026-04-30,6120,差異數調整（說明4）,0,0.0,0
2026-04-30,1201,差異數調整（說明4）,0,0.0,0
2026-04-30,1201,total,89163,100.0,506062914
2026-04-30,1201,"more than 1,000,001",26,59.22,299714066
2026-04-30,1201,"800,001-1,000,000",3,0.51,2610000
2026-04-30,1201,"600,001-800,000",10,1.38,6986000
2026-04-30,1201,"400,001-600,000",21,2.1,10650571
2026-04-30,1201,"200,001-400,000",73,4.13,20913498
2026-04-30,6244,total,100325,100.0,387041875
2026-04-30,6244,"more than 1,000,001",28,27.36,105903766
2026-04-30,6244,"800,001-1,000,000",2,0.44,1718686
2026-04-30,6239,"200,001-400,000",77,2.94,22374988
2026-04-30,6120,"200,001-400,000",86,4.06,24348759
2026-04-30,6239,1-999,64544,0.76,5831198
2026-04-30,6120,"40,001-50,000",267,2.03,12165093
2026-04-30,1294,1-999,2947,0.39,119299
2026-04-30,1109,"40,001-50,000",69,0.93,3201461
2026-04-30,1109,"30,001-40,000",70,0.75,2591572
2026-04-30,1109,"20,001-30,000",180,1.35,4613883
2026-04-30,1109,"15,001-20,000",217,1.17,4020336
2026-04-30,1109,"10,001-15,000",313,1.19,4084099
2026-04-30,1109,"5,001-10,000",958,2.28,7802551
2026-04-30,1109,"1,000-5,000",5216,3.27,11181116
2026-04-30,1109,1-999,4796,0.3,1036741
2026-04-30,6239,"30,001-40,000",178,0.83,6333275
2026-04-30,6239,"20,001-30,000",382,1.28,9754805
2026-04-30,6239,"15,001-20,000",473,1.15,8758040
2026-04-30,6239,"10,001-15,000",812,1.37,10423052
2026-04-30,6239,"5,001-10,000",3107,3.19,24287902
2026-04-30,6239,"1,000-5,000",41253,9.5,72167543
2026-04-30,1203,1-999,53154,0.36,883192
2026-04-30,1110,"100,001-200,000",44,1.08,6185158
2026-04-30,6147,1-999,50586,0.39,2964470
2026-04-30,1109,"50,001-100,000",128,2.7,9245133
2026-04-30,1109,"200,001-400,000",38,3.15,10773075
2026-04-30,1264,"more than 1,000,001",5,24.84,9206243
2026-04-30,1109,"400,001-600,000",24,3.36,11487373
2026-04-30,1264,total,8970,100.0,37052367
2026-04-30,1264,差異數調整（說明4）,0,0.0,0
2026-04-30,6239,差異數調整（說明4）,0,0.0,0
2026-04-30,6239,total,111501,100.0,759146634
2026-04-30,6239,"more than 1,000,001",94,65.62,498174918
2026-04-30,6239,"800,001-1,000,000",16,1.84,13974903
2026-04-30,6239,"600,001-800,000",26,2.4,18229379
2026-04-30,6239,"50,001-100,000",237,2.24,17065248
2026-04-30,6239,"400,001-600,000",51,3.26,24798794
2026-04-30,1240,"50,001-100,000",22,3.69,1633139
2026-04-30,1110,"800,001-1,000,000",5,0.75,4334883
2026-04-30,6244,"600,001-800,000",8,1.48,5751517
2026-04-30,1264,"600,001-800,000",4,7.56,2802357
2026-04-30,1256,"1,000-5,000",2162,11.31,4047148
2026-04-30,6244,1-999,51771,1.16,4504267
2026-04-30,6244,"100,001-200,000",147,5.13,19893089
2026-04-30,6244,"1,000-5,000",38897,20.51,79400719
2026-04-30,6244,"50,001-100,000",340,6.31,24443306
2026-04-30,1201,"100,001-200,000",143,4.01,20293804
2026-04-30,6244,"40,001-50,000",233,2.8,10841379
2026-04-30,1201,"50,001-100,000",326,4.73,23976115
2026-04-30,1201,"40,001-50,000",182,1.67,8477638
2026-04-30,1201,"30,001-40,000",289,2.06,10470947
2026-04-30,1201,"20,001-30,000",536,2.77,14058806
2026-04-30,1201,"15,001-20,000",645,2.37,12042311
2026-04-30,1201,"10,001-15,000",854,2.17,11022409
2026-04-30,1201,"5,001-10,000",2880,4.59,23232735
2026-04-30,1201,"1,000-5,000",18209,7.5,37997156
2026-04-30,1201,1-999,64966,0.71,3616858
2026-04-30,6244,"30,001-40,000",322,2.92,11339083
2026-04-30,6244,"20,001-30,000",767,5.01,19412640
2026-04-30,6244,"15,001-20,000",926,4.44,17198948
2026-04-30,6244,"10,001-15,000",1478,4.81,18632147
2026-04-30,6244,"5,001-10,000",5330,10.79,41773555
2026-04-30,6147,"1,000-5,000",32507,8.04,59918598
2026-04-30,6147,"5,001-10,000",3004,3.23,24096972
2026-04-30,6147,"10,001-15,000",774,1.34,9994198
2026-04-30,6214,"more than 1,000,001",29,45.3,123338048
2026-04-30,1295,"200,001-400,000",8,7.1,2448630
2026-04-30,1295,"400,001-600,000",2,2.47,854620
2026-04-30,1264,"400,001-600,000",2,2.64,978711
2026-04-30,6244,"200,001-400,000",54,3.88,15020145
2026-04-30,6146,"15,001-20,000",89,1.56,1592083
2026-04-30,6120,"30,001-40,000",371,2.16,12983689
2026-04-30,5483,"20,001-30,000",624,2.46,15824951
2026-04-30,1110,"40,001-50,000",29,0.23,1349624
2026-04-30,1240,"400,001-600,000",8,9.44,4178759
2026-04-30,1240,"600,001-800,000",5,8.11,3587536
2026-04-30,1240,"800,001-1,000,000",2,3.91,1729756
2026-04-30,1240,"more than 1,000,001",11,49.08,21712368
2026-04-30,1240,total,3053,100.0,44232373
2026-04-30,1240,差異數調整（說明4）,0,0.0,0
2026-04-30,6120,1-999,37299,1.16,6996424
2026-04-30,6120,"1,000-5,000",15512,6.46,38696145
2026-04-30,6120,"5,001-10,000",4099,5.25,31475465
2026-04-30,6120,"10,001-15,000",1185,2.47,14812249
2026-04-30,6120,"15,001-20,000",983,2.94,17624650
2026-04-30,6120,"20,001-30,000",740,3.1,18614790
2026-04-30,1444,"1,000-5,000",21975,4.75,47384798
2026-04-30,6409,total,17364,100.0,87703566
2026-04-30,1110,"50,001-100,000",76,0.96,5528606
2026-04-30,1110,"600,001-800,000",8,1.01,5788750
2026-04-30,1256,1-999,4164,2.4,860278
2026-04-30,1256,"5,001-10,000",239,4.75,1700707
2026-04-30,1256,"10,001-15,000",43,1.4,503186
2026-04-30,1256,"15,001-20,000",24,1.19,426379
2026-04-30,1256,"20,001-30,000",27,1.85,664184
2026-04-30,1256,"30,001-40,000",11,1.04,375392
2026-04-30,1256,"40,001-50,000",5,0.62,221844
2026-04-30,1256,"50,001-100,000",16,3.17,1136525
2026-04-30,1256,"100,001-200,000",7,2.57,921610
2026-04-30,1110,差異數調整（說明4）,0,0.0,0
2026-04-30,1110,total,5319,100.0,572000797
2026-04-30,1110,"more than 1,000,001",36,91.6,523966755
2026-04-30,1264,"800,001-1,000,000",6,14.15,5245864
2026-04-30,6146,差異數調整（說明4）,0,0.0,0
2026-04-30,5483,"30,001-40,000",306,1.68,10799572
2026-04-30,6415,"20,001-30,000",126,0.81,3169106
2026-04-30,6409,"600,001-800,000",14,10.75,9434921
2026-04-30,5483,"40,001-50,000",173,1.24,7979070
2026-04-30,5483,"50,001-100,000",323,3.6,23095257
2026-04-30,5483,"100,001-200,000",124,2.69,17276992
2026-04-30,5483,"200,001-400,000",71,3.19,20461394
2026-04-30,5483,"400,001-600,000",35,2.63,16910678
2026-04-30,5483,"600,001-800,000",16,1.73,11147095
2026-04-30,5483,"800,001-1,000,000",13,1.8,11605777
2026-04-30,5483,"more than 1,000,001",80,54.21,347630997
2026-04-30,5483,total,122575,100.0,641221651
2026-04-30,1446,"30,001-40,000",61,1.57,2172410
2026-04-30,1446,"15,001-20,000",130,1.75,2416516
2026-04-30,5522,"400,001-600,000",9,0.53,4184011
2026-04-30,6415,"30,001-40,000",65,0.59,2322740
2026-04-30,6415,"15,001-20,000",118,0.55,2142687
2026-04-30,6415,"10,001-15,000",188,0.62,2418230
2026-04-30,6415,"5,001-10,000",635,1.24,4843744
2026-04-30,6415,"1,000-5,000",7630,3.44,13386325
2026-04-30,6415,1-999,11637,0.41,1602866
2026-04-30,1446,1-999,3774,0.47,651601
2026-04-30,5522,1-999,4123,0.08,682722
2026-04-30,5522,"1,000-5,000",10387,2.62,20517280
2026-04-30,5522,"5,001-10,000",1363,1.35,10622191
2026-04-30,5522,"10,001-15,000",406,0.67,5239087
2026-04-30,5522,"15,001-20,000",248,0.58,4594401
2026-04-30,5522,"20,001-30,000",227,0.73,5766418
2026-04-30,5522,"30,001-40,000",112,0.51,4029786
2026-04-30,5483,"10,001-15,000",1231,2.43,15593528
2026-04-30,5483,1-999,66854,0.81,5246060
2026-04-30,1295,"600,001-800,000",3,6.38,2200648
2026-04-30,1446,total,7810,100.0,137709513
2026-04-30,6409,"400,001-600,000",12,6.61,5801470
2026-04-30,1110,"200,001-400,000",35,1.68,9627404
2026-04-30,5522,"200,001-400,000",37,1.3,10201075
2026-04-30,6409,"200,001-400,000",28,9.01,7906629
2026-04-30,5522,"more than 1,000,001",31,86.8,678483115
2026-04-30,5522,"600,001-800,000",8,0.69,5433194
2026-04-30,2349,差異數調整（說明4）,0,0.0,0
2026-04-30,1463,"1,000-5,000",2632,3.26,5648629
2026-04-30,1463,"10,001-15,000",98,0.76,1321322
2026-04-30,1463,"15,001-20,000",105,1.12,1955390
2026-04-30,1463,"20,001-30,000",77,1.17,2039020
2026-04-30,1463,"30,001-40,000",49,1.01,1751628
2026-04-30,1463,"40,001-50,000",28,0.77,1338000
2026-04-30,1463,"50,001-100,000",69,2.93,5081661
2026-04-30,5522,"40,001-50,000",73,0.42,3355358
2026-04-30,5483,"5,001-10,000",4646,5.57,35761474
2026-04-30,6409,"800,001-1,000,000",6,6.35,5572321
2026-04-30,1463,"100,001-200,000",35,2.73,4732155
2026-04-30,5483,"15,001-20,000",779,2.22,14262764
2026-04-30,1446,"600,001-800,000",4,1.9,2624000
2026-04-30,1446,"400,001-600,000",9,3.01,4149000
2026-04-30,1446,"200,001-400,000",21,3.99,5507513
2026-04-30,1446,"100,001-200,000",45,4.51,6214853
2026-04-30,1446,"50,001-100,000",98,5.25,7242732
2026-04-30,1446,"40,001-50,000",49,1.66,2291685
2026-04-30,1463,"5,001-10,000",432,2.04,3545992
2026-04-30,1463,1-999,30439,0.24,430229
2026-04-30,1446,"20,001-30,000",127,2.33,3211722
2026-04-30,5483,差異數調整（說明4）,0,0.0,0
2026-04-30,1447,1-999,10184,0.29,2714565
2026-04-30,1446,差異數調整（說明4）,0,0.0,0
2026-04-30,1446,"more than 1,000,001",20,63.89,87993745
2026-04-30,1446,"800,001-1,000,000",0,0.0,0
2026-04-30,1240,"100,001-200,000",13,4.19,1854544
2026-04-30,5522,"50,001-100,000",145,1.27,9947137
2026-04-30,5483,"1,000-5,000",47300,13.66,87626042
2026-04-30,6415,"40,001-50,000",50,0.59,2314623
2026-04-30,1264,"20,001-30,000",32,2.14,793299
2026-04-30,1264,"30,001-40,000",12,1.15,429570
2026-04-30,1264,"40,001-50,000",6,0.72,268152
2026-04-30,1264,"50,001-100,000",16,2.86,1059808
2026-04-30,1264,"100,001-200,000",8,2.94,1091746
2026-04-30,1264,"200,001-400,000",18,12.82,4752414
2026-04-30,6146,"50,001-100,000",69,4.63,4725879
2026-04-30,6146,"40,001-50,000",27,1.2,1229396
2026-04-30,6146,"30,001-40,000",50,1.74,1779241
2026-04-30,6146,"20,001-30,000",89,2.23,2274400
2026-04-30,1110,"10,001-15,000",91,0.2,1161729
2026-04-30,1110,"5,001-10,000",293,0.4,2336972
2026-04-30,1110,"1,000-5,000",1659,0.57,3301031
2026-04-30,1256,"200,001-400,000",9,7.09,2537415
2026-04-30,1256,"400,001-600,000",7,9.97,3567736
2026-04-30,1256,"600,001-800,000",0,0.0,0
2026-04-30,1256,"800,001-1,000,000",2,5.23,1871710
2026-04-30,1256,"more than 1,000,001",3,47.34,16938046
2026-04-30,1256,total,6719,100.0,35772160
2026-04-30,1256,差異數調整（說明4）,0,0.0,0
2026-04-30,1264,1-999,5384,2.69,998925
2026-04-30,1110,1-999,2842,0.05,319519
2026-04-30,6146,1-999,14139,0.84,863075
2026-04-30,6146,"1,000-5,000",4597,8.11,8270687
2026-04-30,6146,"5,001-10,000",520,3.82,3897987
2026-04-30,6146,"10,001-15,000",167,2.05,2095496
2026-04-30,1264,"5,001-10,000",288,5.48,2030663
2026-04-30,6146,"more than 1,000,001",12,46.33,47202891
2026-04-30,1295,"800,001-1,000,000",2,5.46,1882482
2026-04-30,6415,"800,001-1,000,000",11,2.49,9703470
2026-04-30,1446,"10,001-15,000",198,1.85,2559706
2026-04-30,1110,"400,001-600,000",6,0.52,3018700
2026-04-30,1264,"10,001-15,000",100,3.24,1202823
2026-04-30,6415,"50,001-100,000",118,2.12,8279853
2026-04-30,1446,"5,001-10,000",555,3.2,4409267
2026-04-30,1446,"1,000-5,000",2719,4.54,6264763
2026-04-30,1463,"200,001-400,000",18,2.72,4727518
2026-04-30,1463,"400,001-600,000",15,4.02,6975489
2026-04-30,1463,"600,001-800,000",6,2.24,3886366
2026-04-30,1463,"800,001-1,000,000",1,0.53,928000
2026-04-30,1463,"more than 1,000,001",20,74.39,128906982
2026-04-30,1463,total,34024,100.0,173268381
2026-04-30,1463,差異數調整（說明4）,0,0.0,0
2026-04-30,6415,差異數調整（說明4）,0,0.0,0
2026-04-30,5522,"100,001-200,000",81,1.48,11628001
2026-04-30,6274,"more than 1,000,001",48,57.18,166611691
2026-04-30,6146,total,19853,100.0,101867199
2026-04-30,6415,total,20917,100.0,388948107
2026-04-30,1264,"15,001-20,000",34,1.63,604821
2026-04-30,6415,"200,001-400,000",97,7.16,27857688
2026-04-30,6415,"100,001-200,000",92,3.39,13190164
2026-04-30,1435,"100,001-200,000",6,0.59,833000
2026-04-30,6274,差異數調整（說明4）,0,0.0,0
2026-04-30,6274,total,74823,100.0,291375063
2026-04-30,1264,"1,000-5,000",3055,15.07,5586971
2026-04-30,6146,"100,001-200,000",42,5.69,5802779
2026-04-30,6146,"200,001-400,000",32,8.54,8705429
2026-04-30,6146,"400,001-600,000",8,3.88,3954504
2026-04-30,6146,"600,001-800,000",8,5.72,5834078
2026-04-30,6146,"800,001-1,000,000",4,3.57,3639274
2026-04-30,6415,"more than 1,000,001",63,64.07,249214923
2026-04-30,6415,"600,001-800,000",29,5.16,20075275
2026-04-30,6415,"400,001-600,000",58,7.3,28426413
2026-04-30,1240,"200,001-400,000",10,6.74,2984266
2026-04-30,1295,"more than 1,000,001",7,41.04,14148863
2026-04-30,1295,total,3371,100.0,34474800
2026-04-30,6230,"400,001-600,000",0,0.0,0
2026-04-30,1295,"30,001-40,000",23,2.3,793530
2026-04-30,1423,"15,001-20,000",38,0.66,667145
2026-04-30,1423,"10,001-15,000",77,0.95,955457
2026-04-30,1423,"5,001-10,000",245,1.7,1698837
2026-04-30,1423,"1,000-5,000",1168,2.33,2327525
2026-04-30,1423,1-999,16711,0.95,955108
2026-04-30,5903,1-999,12047,0.71,1588029
2026-04-30,5903,"1,000-5,000",5366,3.85,8607629
2026-04-30,5903,"5,001-10,000",251,0.83,1870237
2026-04-30,5903,"10,001-15,000",55,0.31,708258
2026-04-30,6271,"400,001-600,000",10,2.31,4842039
2026-04-30,6271,"800,001-1,000,000",10,4.29,8989485
2026-04-30,5903,"20,001-30,000",27,0.3,673625
2026-04-30,6271,"more than 1,000,001",35,39.67,82945893
2026-04-30,1233,"200,001-400,000",23,7.53,6829333
2026-04-30,1233,"400,001-600,000",8,4.14,3757559
2026-04-30,1233,"600,001-800,000",2,1.53,1386695
2026-04-30,1233,"800,001-1,000,000",1,1.07,975538
2026-04-30,1233,"more than 1,000,001",16,67.04,60740629
2026-04-30,1233,total,10158,100.0,90591948
2026-04-30,1233,差異數調整（說明4）,0,0.0,0
2026-04-30,6271,差異數調整（說明4）,0,0.0,0
2026-04-30,1423,差異數調整（說明4）,0,0.0,0
2026-04-30,1423,total,18411,100.0,99648000
2026-04-30,1423,"more than 1,000,001",15,73.92,73660538
2026-04-30,1423,"800,001-1,000,000",2,1.78,1774000
2026-04-30,1423,"600,001-800,000",5,3.6,3587860
2026-04-30,1423,"400,001-600,000",3,1.54,1538245
2026-04-30,1295,"20,001-30,000",37,2.59,895264
2026-04-30,6230,"200,001-400,000",2,0.55,478840
2026-04-30,1295,"10,001-15,000",83,3.02,1041329
2026-04-30,6230,"600,001-800,000",0,0.0,0
2026-04-30,1104,"20,001-30,000",559,1.96,13504673
2026-04-30,6230,"100,001-200,000",4,0.56,488426
2026-04-30,1104,"50,001-100,000",326,3.29,22655543
2026-04-30,1104,"100,001-200,000",156,3.13,21532438
2026-04-30,1104,"400,001-600,000",47,3.52,24177098
2026-04-30,1108,"10,001-15,000",327,1.04,4214686
2026-04-30,1104,"600,001-800,000",16,1.62,11160414
2026-04-30,1108,"5,001-10,000",1280,2.65,10729909
2026-04-30,1108,"1,000-5,000",6506,3.5,14198396
2026-04-30,1108,1-999,3699,0.12,499868
2026-04-30,6230,差異數調整（說明4）,0,0.0,0
2026-04-30,6230,total,7715,100.0,86343396
2026-04-30,6230,"more than 1,000,001",3,87.74,75761982
2026-04-30,6230,"800,001-1,000,000",0,0.0,0
2026-04-30,1295,"40,001-50,000",13,1.71,592140
2026-04-30,1423,"40,001-50,000",19,0.87,876508
2026-04-30,6409,"more than 1,000,001",11,36.12,31682712
2026-04-30,1584,"600,001-800,000",2,0.6,1404000
2026-04-30,6230,"50,001-100,000",14,1.17,1018540
2026-04-30,6230,"40,001-50,000",7,0.38,332000
2026-04-30,1104,差異數調整（說明4）,0,0.0,0
2026-04-30,1104,total,54749,100.0,686681816
2026-04-30,1104,"more than 1,000,001",46,68.09,467616799
2026-04-30,1104,"800,001-1,000,000",9,1.15,7941559
2026-04-30,1240,"40,001-50,000",11,1.13,501707
2026-04-30,1240,"30,001-40,000",15,1.19,527903
2026-04-30,1240,"20,001-30,000",28,1.54,682064
2026-04-30,6271,"600,001-800,000",6,2.01,4213837
2026-04-30,6271,"200,001-400,000",32,4.15,8686430
2026-04-30,6271,"100,001-200,000",52,3.42,7169465
2026-04-30,1423,"200,001-400,000",16,4.83,4818382
2026-04-30,1295,"5,001-10,000",214,4.75,1640236
2026-04-30,1295,"50,001-100,000",17,3.62,1250550
2026-04-30,5903,"15,001-20,000",31,0.24,550089
2026-04-30,1233,"100,001-200,000",35,5.31,4816891
2026-04-30,5903,"800,001-1,000,000",1,0.44,994000
2026-04-30,5903,"more than 1,000,001",17,89.66,200143911
2026-04-30,5903,total,17860,100.0,223220000
2026-04-30,5903,差異數調整（說明4）,0,0.0,0
2026-04-30,1434,1-999,18543,0.25,4305571
2026-04-30,1233,"50,001-100,000",46,3.57,3235459
2026-04-30,1234,total,24522,100.0,401871094
2026-04-30,6274,"5,001-10,000",1073,2.87,8372166
2026-04-30,6274,1-999,52250,1.61,4718379
2026-04-30,1232,1-999,7914,0.68,1102486
2026-04-30,1435,1-999,32248,0.36,514607
2026-04-30,1232,"1,000-5,000",7318,8.43,13489167
2026-04-30,1232,"5,001-10,000",697,3.38,5419284
2026-04-30,1232,"10,001-15,000",204,1.6,2573661
2026-04-30,1232,"15,001-20,000",118,1.33,2143363
2026-04-30,1232,"20,001-30,000",106,1.69,2709619
2026-04-30,1232,"30,001-40,000",55,1.22,1955064
2026-04-30,1232,"40,001-50,000",32,0.92,1476956
