date,stock_id,HoldingSharesLevel,people,percent,unit
2026-05-15,3236,"30,001-40,000",67,2.24,2354908
2026-05-15,3236,"40,001-50,000",47,2.05,2160185
2026-05-15,3236,"50,001-100,000",70,4.82,5066784
2026-05-15,3234,"400,001-600,000",7,3.33,3715000
2026-05-15,9906,"more than 1,000,001",17,72.37,65411506
2026-05-15,3287,"50,001-100,000",27,4.34,1910646
2026-05-15,4563,"10,001-15,000",142,3.36,1851324
2026-05-15,3287,"200,001-400,000",11,6.87,3025085
2026-05-15,6589,"5,001-10,000",1923,4.85,14901464
2026-05-15,6589,"1,000-5,000",14310,9.16,28116964
2026-05-15,6426,"1,000-5,000",4955,20.29,7814152
2026-05-15,6721,"200,001-400,000",6,8.27,1862442
2026-05-15,6614,"200,001-400,000",9,3.21,2596647
2026-05-15,4995,"30,001-40,000",20,1.68,715963
2026-05-15,6589,"10,001-15,000",664,2.75,8467519
2026-05-15,8162,"15,001-20,000",46,1.25,865038
2026-05-15,8931,"1,000-5,000",1800,2.8,3424716
2026-05-15,8931,"10,001-15,000",99,1.01,1242708
2026-05-15,6542,"30,001-40,000",21,1.77,744021
2026-05-15,6166,"400,001-600,000",14,3.06,6670350
2026-05-15,8101,"100,001-200,000",12,3.64,1804884
2026-05-15,8101,"50,001-100,000",7,1.01,504539
2026-05-15,8101,"40,001-50,000",4,0.36,178831
2026-05-15,8101,"30,001-40,000",9,0.65,323401
2026-05-15,8101,"20,001-30,000",26,1.29,639519
2026-05-15,6951,"10,001-15,000",90,2.44,1125442
2026-05-15,3018,total,37258,100.0,75377715
2026-05-15,3018,差異數調整（說明4）,0,0.0,0
2026-05-15,3019,1-999,48386,1.22,3413427
2026-05-15,4114,差異數調整（說明4）,0,0.0,0
2026-05-15,2707,"5,001-10,000",971,5.95,7584987
2026-05-15,6542,"5,001-10,000",53,1.0,423032
2026-05-15,8096,total,82419,100.0,149343066
2026-05-15,9906,"600,001-800,000",2,1.5,1358946
2026-05-15,9906,"400,001-600,000",6,2.94,2664845
2026-05-15,8931,"15,001-20,000",52,0.76,937181
2026-05-15,4510,"more than 1,000,001",8,31.69,34538330
2026-05-15,4510,total,59701,100.0,108977724
2026-05-15,4510,差異數調整（說明4）,0,0.0,0
2026-05-15,8931,差異數調整（說明4）,0,0.0,0
2026-05-15,8931,total,19463,100.0,122254862
2026-05-15,8931,"5,001-10,000",217,1.33,1636489
2026-05-15,6226,"50,001-100,000",132,8.41,9718649
2026-05-15,8101,"15,001-20,000",22,0.79,393256
2026-05-15,6226,"200,001-400,000",18,4.67,5398067
2026-05-15,6226,"1,000-5,000",11222,20.71,23928007
2026-05-15,4563,"5,001-10,000",435,6.28,3454445
2026-05-15,3018,"800,001-1,000,000",0,0.0,0
2026-05-15,4563,"1,000-5,000",4661,15.72,8641281
2026-05-15,6226,"100,001-200,000",55,6.97,8062349
2026-05-15,8932,"30,001-40,000",115,1.14,4082354
2026-05-15,8932,"50,001-100,000",176,3.44,12330403
2026-05-15,6542,total,925,100.0,42000630
2026-05-15,6243,"200,001-400,000",5,2.93,1330501
2026-05-15,6243,"100,001-200,000",14,4.2,1901533
2026-05-15,4994,"10,001-15,000",30,0.56,372243
2026-05-15,4994,"1,000-5,000",740,2.12,1410680
2026-05-15,2480,"100,001-200,000",52,6.77,7210136
2026-05-15,4953,"10,001-15,000",167,2.84,2079274
2026-05-15,6226,"5,001-10,000",1821,13.16,15204535
2026-05-15,4728,"30,001-40,000",8,0.5,273230
2026-05-15,8101,"10,001-15,000",42,1.04,514790
2026-05-15,3018,"more than 1,000,001",3,62.19,46878199
2026-05-15,3272,"600,001-800,000",3,3.31,2025694
2026-05-15,4528,"5,001-10,000",650,5.33,4486875
2026-05-15,4528,"10,001-15,000",242,3.52,2963489
2026-05-15,3018,"200,001-400,000",6,2.23,1682989
2026-05-15,3018,"100,001-200,000",16,2.73,2058624
2026-05-15,3018,"50,001-100,000",35,3.16,2388424
2026-05-15,3018,"40,001-50,000",27,1.65,1251209
2026-05-15,3115,"1,000-5,000",388,1.17,850796
2026-05-15,3081,"800,001-1,000,000",3,2.71,2508518
2026-05-15,3081,"more than 1,000,001",15,33.61,31103032
2026-05-15,3081,total,54464,100.0,92517277
2026-05-15,3081,差異數調整（說明4）,0,0.0,0
2026-05-15,3018,1-999,32660,2.47,1862546
2026-05-15,6243,"400,001-600,000",6,6.76,3062746
2026-05-15,4528,1-999,7778,2.17,1828987
2026-05-15,3018,"1,000-5,000",3603,10.22,7710030
2026-05-15,3018,"5,001-10,000",579,5.57,4201183
2026-05-15,3018,"10,001-15,000",168,2.74,2071415
2026-05-15,3018,"15,001-20,000",72,1.7,1282771
2026-05-15,3018,"20,001-30,000",63,2.12,1600856
2026-05-15,3018,"30,001-40,000",23,1.04,790029
2026-05-15,6248,"10,001-15,000",350,4.37,4374880
2026-05-15,3115,1-999,17538,0.26,191547
2026-05-15,6243,"600,001-800,000",0,0.0,0
2026-05-15,8905,"5,001-10,000",115,0.78,932177
2026-05-15,3276,"1,000-5,000",2784,8.5,5929869
2026-05-15,3081,"400,001-600,000",7,3.4,3150234
2026-05-15,3276,1-999,43643,0.36,256259
2026-05-15,3272,差異數調整（說明4）,0,0.0,0
2026-05-15,3284,"10,001-15,000",156,1.76,1915347
2026-05-15,8996,"100,001-200,000",46,6.7,6271045
2026-05-15,8932,"100,001-200,000",84,3.23,11564100
2026-05-15,8932,差異數調整（說明4）,0,0.0,0
2026-05-15,3018,"600,001-800,000",1,0.92,699999
2026-05-15,8996,"200,001-400,000",46,13.61,12726305
2026-05-15,3081,"600,001-800,000",7,5.07,4692795
2026-05-15,3019,"15,001-20,000",494,3.28,9178824
2026-05-15,3284,"15,001-20,000",97,1.58,1723196
2026-05-15,3284,"30,001-40,000",41,1.31,1424656
2026-05-15,3287,"more than 1,000,001",4,48.76,21443019
2026-05-15,3287,"800,001-1,000,000",1,2.19,966196
2026-05-15,3287,"600,001-800,000",2,2.81,1237316
2026-05-15,6245,1-999,6954,0.82,1216710
2026-05-15,8905,"1,000-5,000",966,1.42,1707582
2026-05-15,8905,1-999,17997,0.1,128668
2026-05-15,4528,"1,000-5,000",4941,11.77,9911020
2026-05-15,6220,"20,001-30,000",136,2.3,3381745
2026-05-15,6589,"600,001-800,000",16,3.67,11279823
2026-05-15,3019,"1,000-5,000",42462,27.27,76162375
2026-05-15,3019,"5,001-10,000",3310,9.24,25828570
2026-05-15,3287,total,4133,100.0,43970483
2026-05-15,3018,"400,001-600,000",2,1.19,899441
2026-05-15,3284,"5,001-10,000",404,2.74,2974565
2026-05-15,3284,"1,000-5,000",2015,3.89,4223162
2026-05-15,3284,1-999,17935,0.24,261901
2026-05-15,3287,"400,001-600,000",4,4.44,1953279
2026-05-15,3019,"10,001-15,000",826,3.82,10670364
2026-05-15,3287,差異數調整（說明4）,0,0.0,0
2026-05-15,6721,1-999,462,0.21,47529
2026-05-15,6426,"100,001-200,000",14,5.12,1974128
2026-05-15,8996,"30,001-40,000",34,1.31,1233238
2026-05-15,8996,"40,001-50,000",27,1.31,1231247
2026-05-15,8996,"50,001-100,000",87,6.66,6234459
2026-05-15,6243,"800,001-1,000,000",0,0.0,0
2026-05-15,3272,total,9340,100.0,61176789
2026-05-15,1233,1-999,8008,0.26,243206
2026-05-15,1720,"5,001-10,000",1099,4.8,8583878
2026-05-15,6226,"40,001-50,000",66,2.73,3156242
2026-05-15,6215,"1,000-5,000",14418,30.08,24904596
2026-05-15,4946,1-999,6940,5.27,467018
2026-05-15,6609,"400,001-600,000",2,1.36,987020
2026-05-15,6614,"50,001-100,000",18,1.58,1277621
2026-05-15,6721,"400,001-600,000",3,6.57,1480000
2026-05-15,8096,"more than 1,000,001",19,41.87,62530490
2026-05-15,8096,"800,001-1,000,000",2,1.18,1765706
2026-05-15,8096,"600,001-800,000",3,1.46,2183000
2026-05-15,8096,"400,001-600,000",5,1.72,2571914
2026-05-15,6541,total,12606,100.0,264986367
2026-05-15,6541,"50,001-100,000",173,4.59,12181336
2026-05-15,6541,"100,001-200,000",76,3.84,10184414
2026-05-15,6541,"200,001-400,000",28,2.74,7279042
2026-05-15,6541,"400,001-600,000",18,3.27,8674853
2026-05-15,6541,"600,001-800,000",5,1.34,3553293
2026-05-15,8996,"20,001-30,000",70,1.86,1743723
2026-05-15,6541,"800,001-1,000,000",5,1.64,4351305
2026-05-15,6541,差異數調整（說明4）,0,0.0,0
2026-05-15,8096,"15,001-20,000",244,2.98,4459307
2026-05-15,8096,"10,001-15,000",461,3.91,5850140
2026-05-15,8096,"5,001-10,000",1408,7.34,10974004
2026-05-15,8096,"1,000-5,000",15838,19.21,28696606
2026-05-15,8096,1-999,63951,1.39,2081628
2026-05-15,6541,"more than 1,000,001",17,65.44,173431252
2026-05-15,8996,"15,001-20,000",79,1.51,1420215
2026-05-15,8996,"10,001-15,000",116,1.56,1461175
2026-05-15,6614,"400,001-600,000",1,0.63,510305
2026-05-15,4510,"800,001-1,000,000",3,2.37,2590878
2026-05-15,2904,"40,001-50,000",36,2.09,1633721
2026-05-15,3577,"15,001-20,000",53,1.52,976691
2026-05-15,1730,"15,001-20,000",78,2.24,1418894
2026-05-15,5438,"600,001-800,000",0,0.0,0
2026-05-15,3390,差異數調整（說明4）,0,0.0,0
2026-05-15,2109,差異數調整（說明4）,0,0.0,0
2026-05-15,6584,"40,001-50,000",13,0.81,576530
2026-05-15,4728,"20,001-30,000",14,0.68,370686
2026-05-15,8996,"more than 1,000,001",17,33.2,31047117
2026-05-15,8996,"800,001-1,000,000",7,6.42,6010489
2026-05-15,8996,"600,001-800,000",8,5.84,5463842
2026-05-15,8996,"1,000-5,000",4922,8.28,7745668
2026-05-15,3287,"100,001-200,000",9,2.85,1257457
2026-05-15,8103,total,17778,100.0,78436671
2026-05-15,3236,"15,001-20,000",240,4.13,4338577
2026-05-15,6226,"20,001-30,000",260,5.88,6798506
2026-05-15,6226,"15,001-20,000",357,5.85,6763527
2026-05-15,8996,"5,001-10,000",306,2.51,2354526
2026-05-15,6542,"50,001-100,000",21,3.74,1571265
2026-05-15,8996,1-999,30068,1.9,1777840
2026-05-15,6584,"50,001-100,000",20,1.94,1384567
2026-05-15,6584,"30,001-40,000",19,0.94,674522
2026-05-15,3546,"600,001-800,000",5,5.87,3430899
2026-05-15,6226,total,48934,100.0,115534789
2026-05-15,6951,1-999,2783,0.94,432449
2026-05-15,6614,"1,000-5,000",2887,6.59,5316096
2026-05-15,6614,"5,001-10,000",327,3.15,2546932
2026-05-15,8932,total,10103,100.0,357963284
2026-05-15,6166,"100,001-200,000",57,3.73,8125532
2026-05-15,2480,"20,001-30,000",203,4.78,5093637
2026-05-15,6226,"10,001-15,000",408,4.55,5263679
2026-05-15,6614,1-999,672,0.17,141040
2026-05-15,5438,"400,001-600,000",4,1.6,1811026
2026-05-15,3158,1-999,486,0.21,66103
2026-05-15,6609,"800,001-1,000,000",1,1.18,862000
2026-05-15,1720,"1,000-5,000",8109,9.16,16384745
2026-05-15,6542,"100,001-200,000",8,2.27,956836
2026-05-15,3577,"5,001-10,000",215,2.61,1670381
2026-05-15,1233,"200,001-400,000",22,7.3,6614162
2026-05-15,1233,"400,001-600,000",8,4.14,3758559
2026-05-15,1233,"600,001-800,000",2,1.53,1386695
2026-05-15,1730,"5,001-10,000",621,7.4,4683099
2026-05-15,1730,"10,001-15,000",167,3.35,2120448
2026-05-15,8438,"40,001-50,000",8,0.52,370000
2026-05-15,8438,"100,001-200,000",18,3.91,2735253
2026-05-15,2420,"40,001-50,000",75,2.26,3449924
2026-05-15,2420,"30,001-40,000",119,2.83,4329220
2026-05-15,1233,"20,001-30,000",44,1.23,1114619
2026-05-15,1233,"15,001-20,000",41,0.8,729665
2026-05-15,1232,1-999,7873,0.68,1098959
2026-05-15,1720,"10,001-15,000",360,2.53,4528973
2026-05-15,3426,"1,000-5,000",419,3.2,846985
2026-05-15,3426,"5,001-10,000",71,2.02,535796
2026-05-15,3426,"10,001-15,000",22,1.0,266393
2026-05-15,3426,"15,001-20,000",13,0.88,233098
2026-05-15,3426,"20,001-30,000",21,1.99,526821
2026-05-15,3426,"30,001-40,000",7,0.96,255000
2026-05-15,3484,total,47681,100.0,78828189
2026-05-15,3484,差異數調整（說明4）,0,0.0,0
2026-05-15,1465,差異數調整（說明4）,0,0.0,0
2026-05-15,1465,total,10536,100.0,103607267
2026-05-15,1467,"1,000-5,000",6337,5.89,13774094
2026-05-15,1467,1-999,9648,0.59,1387873
2026-05-15,2739,1-999,1488,0.37,339683
2026-05-15,2739,"1,000-5,000",3461,7.43,6805447
2026-05-15,3426,1-999,329,0.15,41705
2026-05-15,1232,"1,000-5,000",7392,8.54,13662390
2026-05-15,2020,"100,001-200,000",106,5.35,14307114
2026-05-15,2739,"10,001-15,000",126,1.75,1609652
2026-05-15,1233,"5,001-10,000",173,1.48,1349351
2026-05-15,1233,"10,001-15,000",59,0.81,742211
2026-05-15,8438,"20,001-30,000",19,0.7,492000
2026-05-15,6609,"600,001-800,000",1,0.92,670260
2026-05-15,2739,"800,001-1,000,000",2,1.87,1713655
2026-05-15,2020,"40,001-50,000",120,2.04,5459461
2026-05-15,4406,差異數調整（說明4）,0,0.0,0
2026-05-15,5310,"15,001-20,000",21,1.31,379268
2026-05-15,8083,"400,001-600,000",7,9.63,3386572
2026-05-15,2420,"100,001-200,000",37,3.48,5312858
2026-05-15,2420,"50,001-100,000",112,5.13,7834407
2026-05-15,3550,1-999,40619,0.39,423482
2026-05-15,3550,"1,000-5,000",7994,15.06,16206502
2026-05-15,1730,"40,001-50,000",21,1.49,945293
2026-05-15,1730,"30,001-40,000",19,1.06,670543
2026-05-15,1730,"20,001-30,000",75,2.9,1838561
2026-05-15,6542,"200,001-400,000",2,1.17,495485
2026-05-15,1465,"100,001-200,000",25,3.33,3455040
2026-05-15,2739,"600,001-800,000",2,1.54,1414833
2026-05-15,2739,"more than 1,000,001",12,67.85,62101448
2026-05-15,1730,"1,000-5,000",5890,17.63,11153637
2026-05-15,2739,total,5763,100.0,91526000
2026-05-15,2743,"10,001-15,000",154,4.14,1938276
2026-05-15,2739,"5,001-10,000",402,3.47,3183428
2026-05-15,2743,"5,001-10,000",513,7.65,3584623
2026-05-15,2743,1-999,2274,1.04,489222
2026-05-15,3434,"800,001-1,000,000",1,2.26,810000
2026-05-15,1568,"40,001-50,000",36,1.64,1698676
2026-05-15,1568,"100,001-200,000",29,3.97,4097194
2026-05-15,1569,"1,000-5,000",6825,9.46,13648978
2026-05-15,3484,"50,001-100,000",90,7.96,6275676
2026-05-15,2743,"1,000-5,000",3847,16.12,7547123
2026-05-15,1720,1-999,5445,0.45,815143
2026-05-15,2701,差異數調整（說明4）,0,0.0,0
2026-05-15,3272,"more than 1,000,001",6,45.96,28118645
2026-05-15,2707,"1,000-5,000",9240,13.53,17244365
2026-05-15,2739,"15,001-20,000",73,1.46,1339476
2026-05-15,1733,"5,001-10,000",1030,8.17,8174887
2026-05-15,2108,1-999,32052,0.32,1580297
2026-05-15,3591,"more than 1,000,001",23,46.98,68303055
2026-05-15,3591,"800,001-1,000,000",1,0.6,880390
2026-05-15,3591,"600,001-800,000",2,0.88,1292084
2026-05-15,3591,"400,001-600,000",7,2.27,3313745
2026-05-15,3591,"100,001-200,000",43,4.21,6130551
2026-05-15,3592,1-999,24992,1.75,1333315
2026-05-15,3591,"40,001-50,000",59,1.88,2735577
2026-05-15,3592,"20,001-30,000",100,3.3,2507650
2026-05-15,2109,"50,001-100,000",145,3.68,10305858
2026-05-15,2109,"200,001-400,000",44,4.43,12387120
2026-05-15,3592,"800,001-1,000,000",2,2.47,1876548
2026-05-15,3577,差異數調整（說明4）,0,0.0,0
2026-05-15,1733,1-999,30336,0.44,445654
2026-05-15,3557,"800,001-1,000,000",1,1.02,861000
2026-05-15,3557,total,20500,100.0,84315435
2026-05-15,8464,"800,001-1,000,000",10,3.11,9130552
2026-05-15,1733,"400,001-600,000",4,2.17,2175000
2026-05-15,1733,"200,001-400,000",19,5.41,5411060
2026-05-15,1733,"100,001-200,000",52,7.5,7499836
2026-05-15,2707,1-999,7940,1.13,1441700
2026-05-15,1733,"50,001-100,000",93,6.49,6488484
2026-05-15,1733,"30,001-40,000",93,3.26,3259799
2026-05-15,1733,"20,001-30,000",193,4.91,4913245
2026-05-15,1733,"15,001-20,000",205,3.76,3761563
2026-05-15,1733,"600,001-800,000",3,2.15,2156648
2026-05-15,1733,"10,001-15,000",316,4.05,4051133
2026-05-15,2739,"20,001-30,000",76,2.12,1945982
2026-05-15,3550,"10,001-15,000",345,4.01,4317021
2026-05-15,8438,"30,001-40,000",12,0.58,408300
2026-05-15,8438,"15,001-20,000",18,0.49,345000
2026-05-15,1522,"200,001-400,000",37,3.18,9956618
2026-05-15,2338,差異數調整（說明4）,0,0.0,0
2026-05-15,1233,"1,000-5,000",1642,3.27,2967854
2026-05-15,2739,"30,001-40,000",35,1.39,1280175
2026-05-15,2739,"40,001-50,000",16,0.81,744163
2026-05-15,2739,"50,001-100,000",34,2.62,2399540
2026-05-15,2739,"100,001-200,000",27,4.14,3795010
2026-05-15,2739,"200,001-400,000",6,1.57,1445838
2026-05-15,2739,"400,001-600,000",3,1.53,1407670
2026-05-15,1565,"600,001-800,000",3,4.67,2355000
2026-05-15,1565,"200,001-400,000",11,5.77,2913732
2026-05-15,3555,"40,001-50,000",2,0.23,95000
2026-05-15,3591,"200,001-400,000",20,3.93,5720922
2026-05-15,3591,"50,001-100,000",105,4.94,7195506
2026-05-15,1733,"1,000-5,000",6630,13.76,13762328
2026-05-15,2707,"50,001-100,000",68,3.55,4531536
2026-05-15,2108,"1,000-5,000",17603,7.47,36820830
2026-05-15,1733,"800,001-1,000,000",5,4.79,4792000
2026-05-15,1465,"5,001-10,000",418,2.97,3081383
2026-05-15,1733,"more than 1,000,001",5,30.49,30476579
2026-05-15,1731,差異數調整（說明4）,0,0.0,0
2026-05-15,3550,"more than 1,000,001",15,36.5,39258030
2026-05-15,1432,"more than 1,000,001",14,53.02,57269806
2026-05-15,2420,"600,001-800,000",7,3.16,4838054
2026-05-15,3577,total,3216,100.0,63965653
2026-05-15,3550,"5,001-10,000",1199,8.85,9521965
2026-05-15,3550,"15,001-20,000",204,3.55,3823583
2026-05-15,3550,"20,001-30,000",179,4.17,4491941
2026-05-15,8438,"10,001-15,000",32,0.6,420150
2026-05-15,3577,"1,000-5,000",1564,4.52,2893130
2026-05-15,2108,"5,001-10,000",2725,4.32,21272913
2026-05-15,6438,total,47967,100.0,82206325
2026-05-15,1733,"40,001-50,000",56,2.58,2581976
2026-05-15,1465,"1,000-5,000",3037,5.97,6186581
2026-05-15,3550,"800,001-1,000,000",2,1.61,1737987
2026-05-15,8438,"5,001-10,000",117,1.35,948054
2026-05-15,3710,"10,001-15,000",999,4.37,12580949
2026-05-15,3577,1-999,1110,0.28,179408
2026-05-15,3484,"600,001-800,000",3,2.48,1955649
2026-05-15,3484,"800,001-1,000,000",3,3.3,2601840
2026-05-15,3484,"more than 1,000,001",9,17.95,14156524
2026-05-15,1522,"400,001-600,000",16,2.5,7824203
2026-05-15,3426,"100,001-200,000",18,9.86,2604441
2026-05-15,3426,"50,001-100,000",29,7.82,2064927
2026-05-15,3426,"40,001-50,000",7,1.26,334339
2026-05-15,3426,total,954,100.0,26400000
2026-05-15,3426,差異數調整（說明4）,0,0.0,0
2026-05-15,2727,"30,001-40,000",47,1.97,1638379
2026-05-15,1522,"50,001-100,000",136,3.12,9791699
2026-05-15,2369,"400,001-600,000",13,1.67,6348221
2026-05-15,2369,"600,001-800,000",5,1.0,3834889
2026-05-15,2369,"800,001-1,000,000",5,1.18,4519602
2026-05-15,2723,1-999,2648,0.25,453189
2026-05-15,3642,"50,001-100,000",41,6.32,2899241
2026-05-15,1737,1-999,60585,1.05,2104562
2026-05-15,2241,"400,001-600,000",11,5.46,5719535
2026-05-15,3546,"400,001-600,000",3,2.88,1688185
2026-05-15,3546,"800,001-1,000,000",0,0.0,0
2026-05-15,3550,"200,001-400,000",16,4.01,4317054
2026-05-15,3642,"100,001-200,000",16,4.66,2138268
2026-05-15,8438,"1,000-5,000",1661,4.04,2830355
2026-05-15,1731,"100,001-200,000",45,4.73,6290039
2026-05-15,3550,"50,001-100,000",72,4.84,5206998
2026-05-15,3642,"40,001-50,000",26,2.64,1214413
2026-05-15,1519,差異數調整（說明4）,0,0.0,0
2026-05-15,3484,"400,001-600,000",10,6.28,4955720
2026-05-15,1731,1-999,10943,0.45,600247
2026-05-15,1465,"10,001-15,000",122,1.48,1541891
2026-05-15,1570,差異數調整（說明4）,0,0.0,0
2026-05-15,1522,"more than 1,000,001",26,53.08,166104371
2026-05-15,3642,"30,001-40,000",23,1.75,806354
2026-05-15,3703,差異數調整（說明4）,0,0.0,0
2026-05-15,3550,"600,001-800,000",3,1.94,2094100
2026-05-15,3550,"400,001-600,000",6,2.54,2734382
2026-05-15,1731,"5,001-10,000",995,5.92,7870108
2026-05-15,1568,"200,001-400,000",10,2.51,2596182
2026-05-15,3484,"5,001-10,000",926,8.79,6929236
2026-05-15,3484,1-999,39517,0.65,513317
2026-05-15,3426,"400,001-600,000",4,8.19,2164598
2026-05-15,3426,"600,001-800,000",1,2.67,705244
2026-05-15,3426,"800,001-1,000,000",1,3.39,897000
2026-05-15,1465,1-999,6639,1.41,1467080
2026-05-15,3426,"more than 1,000,001",4,48.61,12834250
2026-05-15,1522,total,30891,100.0,312897881
2026-05-15,1522,"800,001-1,000,000",5,1.36,4263818
2026-05-15,3642,"200,001-400,000",10,6.04,2774456
2026-05-15,3426,"200,001-400,000",8,7.91,2089403
2026-05-15,2228,"800,001-1,000,000",0,0.0,0
2026-05-15,3642,"20,001-30,000",57,3.27,1500799
2026-05-15,3642,"15,001-20,000",51,2.07,953800
2026-05-15,3642,"10,001-15,000",80,2.25,1032093
2026-05-15,3642,"5,001-10,000",179,3.14,1444249
2026-05-15,3642,"1,000-5,000",910,4.25,1949445
2026-05-15,3642,1-999,16664,0.15,69664
2026-05-15,8438,"400,001-600,000",3,2.14,1503000
2026-05-15,2420,差異數調整（說明4）,0,0.0,0
2026-05-15,1232,"5,001-10,000",683,3.32,5319388
2026-05-15,1522,差異數調整（說明4）,0,0.0,0
2026-05-15,3272,"800,001-1,000,000",0,0.0,0
2026-05-15,3557,差異數調整（說明4）,0,0.0,0
2026-05-15,1225,1-999,39543,0.26,641299
2026-05-15,3484,"40,001-50,000",41,2.36,1861137
2026-05-15,3484,"100,001-200,000",33,5.91,4664979
2026-05-15,1465,"more than 1,000,001",22,62.3,64551571
2026-05-15,8438,"200,001-400,000",7,2.67,1872360
2026-05-15,2420,"200,001-400,000",23,3.98,6089758
2026-05-15,3484,"1,000-5,000",6299,15.8,12460246
2026-05-15,1233,"40,001-50,000",20,1.0,911194
2026-05-15,1233,"50,001-100,000",47,3.64,3305925
2026-05-15,2420,"10,001-15,000",388,3.22,4920427
2026-05-15,1233,"more than 1,000,001",16,67.23,60908629
2026-05-15,1616,"10,001-15,000",432,2.82,5486559
2026-05-15,1616,"5,001-10,000",1379,5.72,11116242
2026-05-15,1616,"1,000-5,000",8508,9.28,18028890
2026-05-15,1616,1-999,3392,0.31,617306
2026-05-15,2420,1-999,26754,0.45,697142
2026-05-15,2420,"1,000-5,000",9353,13.01,19869609
2026-05-15,2420,"5,001-10,000",1473,7.57,11559515
2026-05-15,2420,"15,001-20,000",282,3.39,5186256
2026-05-15,1233,"100,001-200,000",35,5.38,4881736
2026-05-15,1233,差異數調整（說明4）,0,0.0,0
2026-05-15,1233,total,10138,100.0,90591948
2026-05-15,2420,"20,001-30,000",230,3.83,5852141
2026-05-15,2228,差異數調整（說明4）,0,0.0,0
2026-05-15,1465,"15,001-20,000",61,1.08,1125395
2026-05-15,1465,"30,001-40,000",28,0.96,994863
2026-05-15,1465,"40,001-50,000",20,0.87,906924
2026-05-15,1465,"50,001-100,000",57,3.85,3994340
2026-05-15,1465,"200,001-400,000",14,4.11,4264537
2026-05-15,1467,"5,001-10,000",1250,4.15,9716588
2026-05-15,1233,"800,001-1,000,000",1,1.07,975538
2026-05-15,2723,"40,001-50,000",51,1.31,2366257
2026-05-15,2723,"20,001-30,000",170,2.45,4416467
2026-05-15,1465,"20,001-30,000",78,1.91,1981766
2026-05-15,2338,total,83565,100.0,366849183
2026-05-15,2109,"more than 1,000,001",35,66.69,186310719
2026-05-15,3484,"10,001-15,000",317,5.01,3953272
2026-05-15,1465,"400,001-600,000",8,4.0,4154332
2026-05-15,8438,"50,001-100,000",18,2.04,1432000
2026-05-15,2739,差異數調整（說明4）,0,0.0,0
2026-05-15,2743,"15,001-20,000",70,2.67,1254540
2026-05-15,3710,"1,000-5,000",10654,8.65,24854421
2026-05-15,3485,total,4413,100.0,38500850
2026-05-15,3710,"600,001-800,000",12,2.75,7915573
2026-05-15,3485,差異數調整（說明4）,0,0.0,0
2026-05-15,1568,total,11009,100.0,103086559
2026-05-15,1568,"more than 1,000,001",17,56.64,58396664
2026-05-15,1568,"800,001-1,000,000",4,3.37,3475584
2026-05-15,3484,"200,001-400,000",32,11.35,8954035
2026-05-15,1568,"600,001-800,000",3,1.88,1939058
2026-05-15,3710,total,48685,100.0,287250734
2026-05-15,1720,"15,001-20,000",192,1.96,3519515
2026-05-15,2723,"100,001-200,000",54,4.22,7604500
2026-05-15,2227,"5,001-10,000",430,1.09,3282912
2026-05-15,2227,"600,001-800,000",1,0.24,720000
2026-05-15,2227,"800,001-1,000,000",0,0.0,0
2026-05-15,2227,"more than 1,000,001",10,93.27,279812000
2026-05-15,2723,"400,001-600,000",9,2.32,4190545
2026-05-15,2228,total,10387,100.0,79779692
2026-05-15,1522,"100,001-200,000",71,3.09,9683909
2026-05-15,2723,"1,000-5,000",5613,6.37,11469529
2026-05-15,2723,"5,001-10,000",823,3.52,6353473
2026-05-15,2723,"10,001-15,000",274,1.95,3512051
2026-05-15,2723,"15,001-20,000",176,1.8,3244497
2026-05-15,1568,"400,001-600,000",6,2.53,2616104
2026-05-15,3557,"more than 1,000,001",9,52.81,44528588
2026-05-15,1465,"600,001-800,000",3,2.05,2133564
2026-05-15,2723,"50,001-100,000",93,3.59,6479360
2026-05-15,2038,total,23419,100.0,194134303
2026-05-15,6873,total,12104,100.0,142649099
2026-05-15,6873,"more than 1,000,001",23,52.62,75067846
2026-05-15,2420,"400,001-600,000",14,4.71,7201360
2026-05-15,2723,"30,001-40,000",81,1.6,2880514
2026-05-15,3703,total,35903,100.0,823215980
2026-05-15,2702,"100,001-200,000",35,2.88,4524732
2026-05-15,2352,"more than 1,000,001",92,43.59,689079863
2026-05-15,3402,"1,000-5,000",11513,27.9,20380888
2026-05-15,1565,"100,001-200,000",27,7.55,3806495
2026-05-15,2038,"800,001-1,000,000",2,0.97,1898821
2026-05-15,1595,"5,001-10,000",345,5.14,2812723
2026-05-15,1595,"10,001-15,000",79,1.84,1010087
2026-05-15,1595,"more than 1,000,001",14,40.82,22325925
2026-05-15,3592,"more than 1,000,001",7,26.09,19797283
2026-05-15,3592,"600,001-800,000",4,3.74,2843931
2026-05-15,2038,1-999,9187,0.35,688661
2026-05-15,1731,"200,001-400,000",25,5.19,6900807
2026-05-15,3550,"100,001-200,000",50,6.47,6964512
2026-05-15,1731,"400,001-600,000",7,2.51,3347323
2026-05-15,1731,"600,001-800,000",1,0.47,633000
2026-05-15,1731,"800,001-1,000,000",3,2.12,2830000
2026-05-15,2109,"20,001-30,000",197,1.8,5053655
2026-05-15,1731,"more than 1,000,001",9,51.39,68308444
2026-05-15,1904,"15,001-20,000",1133,1.85,20545207
2026-05-15,1904,"10,001-15,000",2293,2.55,28326335
2026-05-15,1904,"5,001-10,000",6460,4.36,48418147
