stock_id,price,pe,eps_ttm,gross_margin,market_cap,updated,revenue_ttm
2387,40.35,11.695652,3.45,13.82,7808571904.0,2026-05-28,18584985600.0
2388,75.8,631.6667,0.12,21.51,42139947008,2026-07-15,9635060736.0
2390,10.65,,-0.14,21.08,2051396992.0,2026-05-28,679145024.0
2392,37.65,,-6.62,-6.81,17425321984.0,2026-05-28,93917143040.0
2393,68.7,15.165562,4.53,29.63,30461104128,2026-07-15,19653367808.0
2395,490.5,40.304028,12.17,39.44,425878585344.0,2026-05-28,73916383232.0
2397,58.5,23.588709,2.48,25.07,6697597952,2026-07-15,11349853184.0
2399,41.7,278.0,0.15,8.69,7426769920,2026-07-15,1670372992.0
2401,30.05,,-0.37,46.9,17682468864.0,2026-05-28,6500193792.0
2402,66.1,28.491379,2.32,17.79,20328165376.0,2026-05-28,11220142080.0
2404,1180.0,24.727577,47.72,20.42,222886313984,2026-07-14,74864132096.0
2405,16.45,,-0.2,37.79,5649379328.0,2026-05-28,1729602944.0
2406,35.0,,-0.92,13.33,12281709568,2026-07-15,8076363776.0
2408,481.0,44.537037,10.8,64.91,1490440028160,2026-07-15,180508409856.0
2409,28.3,88.4375,0.32,11.41,213582905344,2026-07-15,278317236224.0
2412,133.0,26.546906,5.01,36.67,1031740391424,2026-07-15,240294428672.0
2413,51.0,124.39024,0.41,15.0,6495308800.0,2026-05-28,3360081920.0
2414,50.4,16.0,3.15,7.91,8151494656.0,2026-05-28,30247383040.0
2415,26.85,14.834255,1.81,26.66,2416499968.0,2026-05-28,2443696896.0
2417,48.05,,-0.19,55.66,6174773760.0,2026-05-28,3359746048.0
2419,31.45,,-0.36,18.78,10105426944.0,2026-05-28,9059652608.0
2420,64.5,16.580976,3.89,46.8,9845841920.0,2026-05-28,2182781952.0
2421,139.0,17.617237,7.89,31.6,39759560704,2026-07-15,19535177728.0
2423,84.8,29.140894,2.91,53.84,12299986944.0,2026-05-28,3120265984.0
2424,9.61,,-1.34,5.34,572611840,2026-07-15,159850000.0
2425,34.6,,-1.08,6.99,3338865152.0,2026-05-28,3109982976.0
2426,80.9,,-0.25,13.67,24320239616.0,2026-05-28,2276258048.0
2427,20.3,14.097221,1.44,20.76,4019390976.0,2026-05-28,7309786112.0
2428,292.5,25.0,11.7,38.83,37473050624.0,2026-05-28,8192452096.0
2429,49.0,,-1.4,2.51,4189499904,2026-07-15,481316992.0
2430,18.05,26.15942,0.69,14.87,2108239872.0,2026-05-28,17630279680.0
2431,10.2,,-2.1,-29.33,1131455360.0,2026-05-28,321873984.0
2432,28.8,15.4838705,1.86,12.38,1781568000,2026-07-15,3468294912.0
2433,42.95,14.12829,3.04,36.0,6206104064.0,2026-05-28,2723024896.0
2434,36.5,1825.0,0.02,-22.77,1350499968.0,2026-05-28,46164000.0
2436,62.8,22.50896,2.79,30.42,12388561920,2026-07-15,3821069056.0
2438,27.8,,-2.38,34.65,1895848704.0,2026-05-28,448416000.0
2439,86.1,18.476395,4.66,11.98,21408325632,2026-07-15,48603504640.0
2440,16.85,,-0.23,3.8,2344121344.0,2026-05-28,3489466112.0
2441,136.5,31.967213,4.27,20.99,77647478784,2026-07-15,17590118400.0
2442,19.3,4.5093455,4.28,32.72,5426673664,2026-07-15,13472097280.0
2443,3.57,3.104348,,,538745088.0,2026-05-28,
2444,12.3,,-1.9,1.94,1249305856.0,2026-05-28,1045868992.0
2449,307.0,47.23077,6.5,37.35,375382704128,2026-07-15,37809999872.0
2450,29.25,17.005814,1.72,10.46,7553900032.0,2026-05-28,33124780032.0
2451,322.0,24.88408,12.94,63.27,138901028864.0,2026-05-28,27771070464.0
2453,60.1,19.324759,3.11,25.1,6009999872.0,2026-05-28,7542931968.0
2454,3740.0,56.769886,65.88,47.03,5969451941888,2026-07-15,591803973632.0
2455,315.5,100.15873,3.15,35.77,58337816576,2026-07-15,3545789952.0
2457,25.15,,-1.48,21.58,10683015168.0,2026-05-28,9632665600.0
2458,161.0,19.143877,8.41,48.65,46098006016.0,2026-05-28,12326351872.0
2459,64.4,12.504854,5.15,29.95,6800382464,2026-07-15,4982690816.0
2460,33.4,,-3.0,2.94,5651280384,2026-07-15,3605637888.0
2461,18.85,,-0.61,21.424000000000003,3787220736,2026-06-11,
2462,21.45,79.44444,0.27,12.06,3234327296,2026-07-15,4058767104.0
2464,168.0,,-0.83,18.88,34667008000.0,2026-05-28,6816985088.0
2465,81.9,146.25,0.56,8.3,7694180352.0,2026-05-28,5184811008.0
2466,46.8,187.2,0.25,1.03,8117867008.0,2026-05-28,904134016.0
2467,617.0,121.93676,5.06,45.35,94322450432.0,2026-05-28,7054572032.0
2468,33.0,26.4,1.25,10.56,2308712960.0,2026-05-28,2541830912.0
2471,52.7,14.720671,3.58,43.15,2490285824,2026-07-15,1028894016.0
2472,371.0,42.59472,8.71,31.93,61116735488.0,2026-05-28,11541765120.0
2474,191.0,16.887709,11.31,30.23,102914818048,2026-07-15,18082492416.0
2476,122.0,29.256594,4.17,30.72,26605881344.0,2026-05-28,7967228928.0
2477,21.05,12.529762,1.68,26.12,3337961472.0,2026-05-28,2481541888.0
2478,127.0,37.134502,3.42,23.56,18126880768.0,2026-05-28,5548491776.0
2480,147.0,18.444166,7.97,23.89,15634920448.0,2026-05-28,8747327488.0
2481,148.0,47.588425,3.11,31.85,56553005056.0,2026-05-28,13443364864.0
2482,16.25,,-1.09,42.23,1265598720.0,2026-05-28,498508992.0
2483,25.5,42.5,0.6,10.42,2739133440.0,2026-05-28,1821128960.0
2484,55.2,84.92308,0.65,18.44,8800040960.0,2026-05-28,2370008064.0
2485,71.8,,-0.96,12.44,22810071040.0,2026-05-28,3235824896.0
2486,261.0,1186.3636,0.22,15.91,60728176640.0,2026-05-28,6315453952.0
2488,53.0,11.804009,4.49,22.75,4239947008.0,2026-05-28,2903931904.0
2489,48.0,39.66942,1.21,9.34,29280000000.0,2026-05-28,25155471360.0
2491,22.3,15.594405,1.43,27.74,1828778368.0,2026-05-28,171584992.0
2492,390.0,82.45243,4.73,17.57,189073866752.0,2026-05-28,37261172736.0
2493,163.0,37.471264,4.35,30.08,29144399872.0,2026-05-28,3780219904.0
2495,45.05,40.223213,1.12,41.53,12323493888,2026-07-15,1272228992.0
2496,64.7,10.606557,6.1,53.9,1235795840.0,2026-05-28,882716032.0
2497,60.8,25.762712,2.36,25.59,7957970944.0,2026-05-28,4467308032.0
2498,44.3,6.195804,7.15,36.79,37040295936,2026-07-15,2844973056.0
2501,25.75,9.09894,2.83,28.149,29858695168,2026-06-11,
2504,37.0,11.246201,3.29,27.700000000000003,43544707072,2026-06-11,
2505,18.6,7.8813562,2.36,27.046,7068000256,2026-06-11,
2506,9.08,454.0,0.02,41.676998,3282928384,2026-06-11,
2509,13.75,,-0.8,31.695997999999996,3087569408,2026-06-11,
2511,8.54,25.878786,0.33,27.28,13857609728,2026-07-15,9809362944.0
2514,13.7,7.405405,1.85,13.383001,4906247680,2026-06-11,
2515,13.9,35.641026,0.39,8.34,22349850624,2026-07-15,22557161472.0
2516,13.0,10.569105,1.23,4.227,2941620480,2026-06-11,
2520,33.4,12.796936,2.61,22.16,19693377536,2026-06-11,
2524,35.9,20.994152,1.71,49.109,13138809856,2026-06-11,
2527,36.75,39.51613,0.93,29.57,9619617792.0,2026-05-28,5070925824.0
2528,22.15,6.3649426,3.48,18.24,9657311232,2026-07-15,9611406336.0
2530,18.0,9.045226,1.99,40.41,15142603776.0,2026-05-28,6364265984.0
2534,16.85,8.179612,2.06,44.99,7970066944,2026-07-15,3115746048.0
2535,88.1,13.595678,6.48,11.23,22896461824,2026-07-15,24629821440.0
2536,19.6,6.163522,3.18,21.26,6523050496,2026-07-15,10482297856.0
2537,11.2,74.666664,0.15,21.54,3366248192,2026-07-15,2163660032.0
2538,9.81,28.852942,0.34,92.99,4365700608,2026-07-15,296443008.0
2539,34.5,9.971098,3.46,42.86,41162039296.0,2026-05-28,10975670272.0
2540,53.5,77.53623,0.69,20.44,50550759424,2026-07-15,10903482368.0
2542,43.45,20.690477,2.1,29.76,91763728384,2026-07-15,46139777024.0
2543,39.55,14.7574625,2.68,17.76,20374417408,2026-07-15,12347551744.0
2545,34.5,17.96875,1.92,31.76,13100857344,2026-07-15,6591642112.0
2546,95.7,10.137712,9.44,8.48,12491164672,2026-07-15,21832310784.0
2547,11.05,3.8908453,2.84,49.77,11437796352,2026-07-15,6410041856.0
2548,101.5,11.547213,8.79,27.77,32431046656,2026-07-15,22433665024.0
2596,27.2,14.623656,1.86,27.85,2720000000.0,2026-05-28,1074360960.0
2597,164.5,15.316574,10.74,17.77,51112783872,2026-07-15,32500123648.0
2601,5.06,9.921569,0.51,18.52,4173366784.0,2026-05-28,1694552960.0
2603,211.0,6.6687737,31.64,20.46,456824061952.0,2026-05-28,355609542656.0
2605,31.45,21.689655,1.45,35.2,18409361408.0,2026-05-28,4828357120.0
2606,70.9,16.48837,4.3,31.69,59914452992.0,2026-05-28,16022528000.0
2607,47.3,13.323944,3.55,21.51,25237886976.0,2026-05-28,16465732608.0
2608,28.6,14.517767,1.97,18.18,13356199936.0,2026-05-28,12889044992.0
2609,52.3,10.695296,4.89,11.27,182637051904.0,2026-05-28,156708257792.0
2610,18.6,7.815126,2.38,18.44,113122377728.0,2026-05-28,213363769344.0
2611,13.05,25.096155,0.52,29.47,2466476032.0,2026-05-28,857536000.0
2612,57.5,10.550459,5.45,33.26,11355365376.0,2026-05-28,4897626112.0
2613,21.3,18.68421,1.14,16.97,2923978752.0,2026-05-28,3367571968.0
2614,18.4,9.246231,1.99,33.83,6021675008,2026-07-15,5424269824.0
2615,80.7,7.205357,11.2,26.5,226455994368.0,2026-05-28,136904138752.0
2616,13.55,,-6.25,7.08,1841835264.0,2026-05-28,8156619776.0
2617,28.8,9.085173,3.17,42.64,12018067456.0,2026-05-28,4358703104.0
2618,35.3,7.354166,4.8,24.31,190635687936.0,2026-05-28,225905065984.0
2630,41.8,41.8,1.0,10.41,8754507776.0,2026-05-28,5291466240.0
2633,24.8,21.19658,1.17,43.17,139581669376.0,2026-05-28,55165382656.0
2634,46.75,59.935898,0.78,7.43,44032282624,2026-06-16,35500400640
2636,67.1,8.6692505,7.74,15.8,9190098944.0,2026-05-28,20068902912.0
2637,76.7,14.336449,5.35,29.29,57249570816.0,2026-05-28,572448384.0
2640,157.0,17.46385,8.99,50.53,9304604672,2026-07-15,3196572928.0
2641,17.55,9.538043,1.84,42.61,5797361664.0,2026-05-28,2468739072.0
2642,20.75,,-1.04,6.78,1980940288.0,2026-05-28,3650416896.0
2643,66.0,10.509554,6.28,7.37,2310000128.0,2026-05-28,7919692800.0
2645,164.0,30.147058,5.44,21.37,61429641216.0,2026-05-28,18728841216.0
2646,20.05,222.77776,0.09,15.15,60325134336.0,2026-05-28,46618218496.0
2701,10.8,19.285715,0.56,82.01,4859654656,2026-07-15,292988992.0
2702,13.2,,-0.35,87.93,2067291520,2026-07-15,1416587008.0
2704,45.7,80.17544,0.57,27.96,16768396288,2026-07-15,1360048000.0
2705,16.3,18.735632,0.87,32.56,3118401536,2026-07-15,2283462912.0
2706,12.75,19.615385,0.65,79.3,6374974464,2026-07-15,377948992.0
2707,180.0,15.817223,11.38,33.25,22932539392,2026-07-15,6924142080.0
2712,15.45,,-0.38,19.39,1622249984,2026-07-15,535513984.0
2718,48.05,2.848251,16.87,66.41,4117740800,2026-07-15,3144075008.0
2719,23.75,,-0.15,7.85,1643072512,2026-07-15,1876050944.0
2722,22.95,,-0.49,31.0,3285744640,2026-07-15,567073984.0
2723,65.4,,-2.47,59.79,11772000256,2026-07-15,17302159360.0
2724,10.6,,-0.2,3.67,632357248,2026-07-15,160904000.0
2726,9.09,,-3.55,62.02,342597152,2026-07-15,557044992.0
2727,233.5,15.016077,15.55,47.54,19347603456,2026-07-15,24016957440.0
2729,157.0,23.25926,6.75,50.56,6693504000,2026-07-15,6160203776.0
2731,146.0,8.424697,17.33,16.38,13618587648,2026-07-15,31011397632.0
2732,64.5,59.17431,1.09,51.15,2882864128,2026-07-15,4708320768.0
2734,15.6,,-1.42,15.17,893252288,2026-07-15,1796781056.0
2736,11.8,,-1.83,45.51,943672384,2026-07-15,536704000.0
2739,34.75,14.787234,2.35,40.02,3180528384,2026-07-15,5193719808.0
2740,34.35,,-3.19,39.55,575774656,2026-07-15,99052000.0
2743,61.5,15.688775,3.92,10.84,2879135232,2026-07-15,6802750976.0
2745,103.5,10.412476,9.94,13.26,3499231488,2026-07-15,9061626880.0
2748,40.3,18.571428,2.17,32.15,4262893568,2026-07-15,2461745920.0
2751,51.8,11.511111,4.5,48.67,1023827008.0,2026-05-28,1912619008.0
2752,179.0,11.909514,15.03,52.24,4778201088,2026-07-15,4167041024.0
2753,177.0,13.970008,12.67,36.27,11796164608,2026-07-15,8876597248.0
2754,68.4,29.23077,2.34,40.99,3205702912,2026-07-15,5857796096.0
2755,137.5,22.17742,6.2,27.44,5138958848,2026-07-15,3184600064.0
2756,60.4,16.413044,3.68,51.26,1464372864,2026-07-15,1273795968.0
2762,81.3,21.737968,3.74,17.29,8879749120.0,2026-05-28,10983985152.0
2801,23.75,15.833333,1.5,0.0,279443603456,2026-07-15,43803992064.0
2812,19.2,12.549021,1.53,0.0,115615219712,2026-06-11,
2816,32.95,7.1012936,4.64,36.868,7367883776,2026-06-11,
2820,16.65,12.425372,1.34,1.0,22360283136,2026-07-15,3235887104.0
2832,53.0,13.589744,3.9,46.64,13437635584.0,2026-05-28,7386125824.0
2834,17.85,14.280001,1.25,0.0,173467418624,2026-07-15,33560696832.0
2836,11.75,17.537313,0.67,0.0,21619025920.0,2026-05-28,4722867200.0
2838,21.05,17.254097,1.22,0.0,91368620032,2026-07-15,20227362816.0
2845,11.9,12.934782,0.92,0.0,57896890368.0,2026-05-28,12846386176.0
2849,14.8,18.734177,0.79,0.0,28972617728,2026-07-15,5544897024.0
2850,148.5,12.092834,12.28,46.44,46920548352,2026-07-15,22448773120.0
2851,38.5,10.519125,3.66,27.99,30814965760,2026-07-15,25465425920.0
2852,27.0,9.246575,2.92,37.55,8131422720,2026-07-15,7548533760.0
2855,46.9,15.685619,2.99,92.83,75106369536,2026-07-15,15595617280.0
2867,8.85,44.25,0.2,45.79,52210585600,2026-07-15,124181413888.0
2880,38.85,20.447369,1.9,0.0,540674064384,2026-07-15,72184274944.0
2881,128.5,15.334128,8.38,49.48,1756045377536,2026-07-15,1046940614656.0
2882,96.6,13.682719,7.06,18.45,1417045606400,2026-07-15,812600786944.0
2883,30.15,17.327585,1.74,53.24,511791628288,2026-07-15,367242772480.0
2884,34.45,16.250002,2.12,0.0,557194346496,2026-07-15,88426561536.0
2885,67.0,24.452555,2.74,1.0,893187063808,2026-07-15,150988865536.0
2886,46.0,19.491526,2.36,0.0,682335404032,2026-07-15,78892089344.0
2887,36.15,18.926702,1.91,0.0,898915958784,2026-07-15,129673674752.0
2889,15.8,25.079365,0.63,99.27,57410301952,2026-07-15,9056423936.0
2890,39.95,20.279188,1.97,0.0,578968289280,2026-07-15,78357872640.0
2891,63.5,15.640394,4.06,69.19,1249483161600,2026-07-15,583287832576.0
2892,33.1,17.700535,1.87,0.0,475960410112,2026-07-15,73358245888.0
2897,9.94,17.75,0.56,0.0,27657242624.0,2026-05-28,9894915072.0
2901,22.75,59.868423,0.38,90.47,1661735040.0,2026-05-28,133781000.0
2903,22.3,14.294872,1.56,57.96,31414765568,2026-07-15,34041372672.0
2904,14.05,14.336735,0.98,28.68,1093573760.0,2026-05-28,452902016.0
2905,15.6,21.971832,0.71,41.4,16431148032,2026-07-15,159295733760.0
2906,12.25,26.06383,0.47,29.46,2561683200.0,2026-05-28,8878736384.0
2908,21.85,95.0,0.23,26.33,11141053440,2026-07-15,34467323904.0
2910,27.0,21.95122,1.23,88.41,4735881216,2026-07-15,526035008.0
2911,7.52,3.4976742,2.15,36.37,790547520,2026-07-15,2128194048.0
2912,244.5,22.765364,10.74,34.52,254187651072,2026-07-15,354620899328.0
2913,10.7,,-0.15,38.29,8452999680.0,2026-05-28,462992992.0
2915,52.2,5.6250005,9.28,45.96,55735279616,2026-07-15,2190244096.0
2916,40.5,10.253164,3.95,53.9,2617393408,2026-07-15,1961512960.0
2923,33.9,,-3.62,52.62,58996068352,2026-07-15,7048462848.0
2924,17.85,,-1.17,22.92,928841472,2026-07-15,74295000.0
2926,35.0,64.81481,0.54,39.04,1658649984.0,2026-05-28,7046412800.0
2929,6.0,,-1.68,8.55,656963968.0,2026-05-28,1753536000.0
2937,47.9,11.856436,4.04,21.7,2085660672,2026-07-15,5251458048.0
2939,22.25,,-3.68,8.05,1013465280.0,2026-05-28,283623008.0
2941,30.95,13.170214,2.35,63.88,476320512.0,2026-05-28,942054976.0
2945,40.6,19.061031,2.13,27.14,2740499968.0,2026-05-28,15167293440.0
2947,69.4,24.181187,2.87,39.57,1640780288,2026-07-15,2333032960.0
2948,38.0,17.757008,2.14,42.47,1178000000.0,2026-05-28,2140630016.0
2949,63.0,17.548746,3.59,11.69,1898889344.0,2026-05-28,5943107072.0
3002,17.05,47.361107,0.36,15.36,1738400896.0,2026-05-28,734230016.0
3003,62.2,62.82828,0.99,22.17,9681734656.0,2026-05-28,4396105216.0
3004,118.0,20.450607,5.77,23.87,7595069952.0,2026-05-28,4323268096.0
3005,103.0,12.394705,8.31,31.8,64303931392.0,2026-05-28,39203921920.0
3006,242.5,278.73563,0.87,29.55,68807188480.0,2026-05-28,18939236352.0
3008,4040.0,25.952335,155.67,49.19,528424730624,2026-07-15,62112735232.0
3010,138.0,15.7894745,8.74,8.23,35802288128.0,2026-05-28,81432477696.0
3011,13.15,,-2.55,4.25,1704857984.0,2026-05-28,670377984.0
3013,106.0,26.433914,4.01,19.712,21744734208,2026-06-11,
3014,134.0,14.486486,9.25,55.16,22237853696,2026-07-15,6958703104.0
3015,50.9,27.513514,1.85,17.47,9531633664.0,2026-05-28,13073540096.0
3016,123.0,1757.1428,0.07,10.81,35490668544,2026-07-15,4053657088.0
3017,2165.0,36.083332,60.0,26.98,849855643648,2026-07-15,165344362496.0
3018,9.35,,-2.16,-15.43,704781632.0,2026-05-28,347495008.0
3019,149.5,23.0,6.5,18.77,41746964480.0,2026-05-28,27245746176.0
3021,27.4,83.0303,0.33,16.63,2599985920.0,2026-05-28,3332486912.0
3022,73.1,15.891304,4.6,31.65,12909298688.0,2026-05-28,6328541184.0
3023,321.5,25.176193,12.77,23.99,77182189568,2026-07-15,31157905408.0
3024,15.55,57.59259,0.27,24.5,4309799424.0,2026-05-28,1711970944.0
3025,75.5,22.076023,3.42,68.25,4283643392.0,2026-05-28,713363968.0
3026,605.0,92.933945,6.51,20.04,100363640832.0,2026-05-28,13643297792.0
3027,19.25,,-1.06,17.37,2483481088.0,2026-05-28,2108555008.0
3028,77.0,24.522293,3.14,7.79,18267572224,2026-07-15,50122592256.0
3029,94.4,14.500768,6.51,12.54,15595351040.0,2026-05-28,25006426112.0
3030,302.0,28.789324,10.49,59.03,71337230336,2026-07-15,8968338432.0
3031,28.5,26.388887,1.08,28.22,4936292352,2026-07-15,1178215040.0
3032,82.1,,-7.93,22.045,9300749312,2026-06-11,
3033,55.6,34.53416,1.61,4.56,26839508992,2026-07-15,113763844096.0
3034,472.0,17.572598,26.86,37.4,287217418240,2026-07-15,96688242688.0
3035,207.0,111.29032,1.86,34.8,53933916160,2026-07-15,13143733248.0
3036,200.0,17.391304,11.5,3.74,254573461504,2026-07-15,1424797335552.0
3037,936.0,133.90558,6.99,15.15,1473400406016,2026-07-15,138597810176.0
3038,21.25,19.318182,1.1,22.78,2903514880,2026-07-15,2957142016.0
3040,38.0,118.75,0.32,59.2,2393125888,2026-07-15,134920992.0
3041,26.4,,-3.43,31.09,3751351296,2026-07-15,1172158976.0
3042,189.5,36.164124,5.24,32.31,64428670976,2026-07-15,13521678336.0
3043,22.4,,-2.67,20.601,873062400,2026-06-11,
3044,426.0,22.015503,19.35,26.25,223908167680,2026-07-15,77235781632.0
3045,109.0,22.52066,4.84,20.86,330360586240,2026-07-15,200375533568.0
3046,54.7,13.675,4.0,8.68,4291106560,2026-07-15,7533570048.0
3047,15.95,,-0.9,25.87,3561140480,2026-07-15,3141635072.0
3048,57.1,28.55,2.0,3.56,15407281152,2026-07-15,120492015616.0
3049,12.4,,-0.64,-29.48,9944930304,2026-07-15,1490313984.0
3050,12.7,317.5,0.04,32.153999999999996,1968296832,2026-06-11,
3051,26.55,26.287128,1.01,30.423000000000002,4380749824,2026-06-11,
3052,10.75,9.862385,1.09,11.1490004,2192836352,2026-06-11,
3054,60.2,31.030928,1.94,56.22,4855192576,2026-07-15,243148992.0
3055,105.5,,-2.68,19.96,11893217280.0,2026-05-28,476784000.0
3056,13.2,12.336448,1.07,16.63,6343326208.0,2026-05-28,1008475008.0
3057,16.85,,-0.88,36.31,1143519104,2026-07-15,616377984.0
3058,8.12,,-1.44,9.33,1627043200.0,2026-05-28,3145892096.0
3059,45.5,36.99187,1.23,25.36,13995891712,2026-07-15,8844434432.0
3060,28.7,,-0.39,12.8,3948064000.0,2026-05-28,3893413888.0
3062,23.25,34.191177,0.68,2.69,7579779072,2026-07-15,4435338752.0
3064,19.0,,-3.51,91.21,247218496.0,2026-05-28,79707000.0
3066,21.05,,-1.4,40.3,1748623488.0,2026-05-28,252768000.0
3067,18.8,,-0.84,29.33,376000000.0,2026-05-28,70160000.0
3071,31.65,55.526318,0.57,30.86,3481499904.0,2026-05-28,2332485888.0
3073,21.95,Infinity,0.0,22.71,867267072,2026-07-15,139548992.0
3078,56.1,9.349999,6.0,24.86,12756638720.0,2026-05-28,8868054016.0
3081,2650.0,573.5931,4.62,48.58,245170798592.0,2026-05-28,2652709120.0
3083,27.2,63.255814,0.43,83.73,2352419328.0,2026-05-28,416535008.0
3085,11.85,,-0.56,60.31,817878592,2026-07-15,53789000.0
3086,30.45,,-0.06,42.17,8304034816.0,2026-05-28,148350000.0
3088,140.0,31.319912,4.47,34.08,15210859520.0,2026-05-28,7503285248.0
3090,208.5,38.53974,5.41,17.11,59957747712.0,2026-05-28,16424562688.0
3092,28.9,,-5.14,4.8,3082163200.0,2026-05-28,1596216960.0
3093,52.3,42.86885,1.22,31.21,7591658496.0,2026-05-28,1560226944.0
3094,34.25,142.70834,0.24,75.65,2846760704.0,2026-05-28,187756000.0
3095,44.45,,-2.0,19.7,444500000.0,2026-05-28,642401024.0
3105,386.0,73.946365,5.22,26.65,163640983552,2026-07-15,17652791296.0
3114,28.45,12.873303,2.21,10.2,1833027584.0,2026-05-28,3110806016.0
3115,8.0,,-0.44,1.0,581580928.0,2026-05-28,4882000.0
3118,33.3,13.64754,2.44,34.98,1080681600.0,2026-05-28,736593024.0
3122,32.5,,-1.75,34.19,1324856832.0,2026-05-28,319544000.0
3128,22.8,17.8125,1.28,31.75,1078827520.0,2026-05-28,1070622016.0
3130,204.0,13.98218,14.59,86.15,6770903040,2026-07-15,2701376000.0
3131,3210.0,72.987724,43.98,39.51,90252361728,2026-07-14,6870044160.0
3135,250.0,40.849674,6.12,10.04,22430371840.0,2026-05-28,7704141824.0
3138,160.5,106.29139,1.51,41.42,7972552704.0,2026-05-28,1814420992.0
3141,69.9,131.8868,0.53,34.99,5199632384,2026-07-15,1643097984.0
3147,178.0,21.16528,8.41,13.77,7776256000.0,2026-05-28,8009213952.0
3149,88.0,,-2.85,-7.79,19908556800,2026-06-16,2402152960
3150,17.85,,-0.22,43.49,792129472,2026-07-15,296980992.0
3152,197.0,20.979765,9.39,43.13,13596191744.0,2026-05-28,1392166016.0
3158,85.5,12.409289,6.89,64.37,2589489152.0,2026-05-28,1042252032.0
3162,82.3,49.578316,1.66,11.76,12696924160.0,2026-05-28,7816152064.0
3163,1050.0,170.45454,6.16,18.35,84568047616.0,2026-05-28,2357835008.0
3164,16.4,24.848484,0.66,62.72,1410569984.0,2026-05-28,401228992.0
3167,795.0,98.8806,8.04,40.84,71165607936.0,2026-05-28,6180386816.0
3168,47.5,18.33977,2.59,24.27,3567233280.0,2026-05-28,3487543040.0
3169,121.5,33.471073,3.63,53.15,7667497984.0,2026-05-28,916129984.0
3171,63.7,15.386474,4.14,25.88,1918526720,2026-07-15,2179373056.0
3176,33.1,,-0.78,51.16,4611061760.0,2026-05-28,1344626944.0
3178,64.3,,-0.46,11.9,2896715264,2026-07-15,1228902016.0
3188,22.8,6.1126003,3.73,42.86,4293969408.0,2026-05-28,4137338880.0
3189,845.0,249.99998,3.38,20.85,445243817984,2026-07-15,41836318720.0
3191,24.05,47.15686,0.51,25.04,1048516928.0,2026-05-28,169299008.0
3205,54.2,,-0.92,13.59,3660973312.0,2026-05-28,392256000.0
3206,40.1,19.950249,2.01,20.63,2362571520.0,2026-05-28,3091160064.0
3207,65.0,,-0.82,16.73,4317866496.0,2026-05-28,1960336000.0
3209,60.3,20.167223,2.99,5.41,14194087936,2026-07-15,50085519360.0
3211,427.0,47.339245,9.02,17.52,65888243712,2026-07-15,14200060928.0
3213,119.5,16.34747,7.31,30.1,7012857344.0,2026-05-28,2852796928.0
3217,188.5,14.84252,12.7,49.59,16984641536.0,2026-05-28,4172774912.0
3218,130.5,10.644372,12.26,58.54,11056599040.0,2026-05-28,4170672128.0
3219,73.7,48.48684,1.52,64.27,5290250752,2026-07-15,1853249024.0
3221,60.2,752.5,0.08,20.6,6324739072.0,2026-05-28,2227973120.0
3224,39.95,,-1.53,13.02,3121399296.0,2026-05-28,1514592000.0
3226,42.5,177.08334,0.24,14.4,2738317568.0,2026-05-28,1606552960.0
3227,225.5,18.744804,12.03,59.93,33938393088.0,2026-05-28,8987728896.0
3228,172.0,,-2.03,61.02,12299977728,2026-07-15,309630016.0
3229,45.0,,-0.43,7.62,2891834880.0,2026-05-28,1148285952.0
3230,28.9,,-1.6,4.9640004,2459849472,2026-06-11,
3231,145.5,17.342073,8.39,5.62,462749925376,2026-07-15,2686340562944.0
3232,22.9,78.965515,0.29,17.63,1066404096.0,2026-05-28,882926016.0
3234,98.6,,-1.4,7.49,10991404032.0,2026-05-28,659841984.0
3236,53.5,167.1875,0.32,25.02,5617532416.0,2026-05-28,2155159040.0
3252,17.35,133.46155,0.13,39.45,870897152,2026-07-15,505043008.0
3257,65.6,20.694006,3.17,48.75,5219437056.0,2026-05-28,989878976.0
3259,16.8,,-2.36,12.63,1225827712.0,2026-05-28,281876992.0
3260,408.0,17.762299,22.97,40.33,128839901184,2026-07-15,69279440896.0
3264,235.5,39.646465,5.94,37.1,111608160256.0,2026-05-28,14799135744.0
3265,189.0,34.615383,5.46,25.53,25753518080.0,2026-05-28,4871725056.0
3266,12.75,21.98276,0.58,30.31,4492007424.0,2026-05-28,1691257984.0
3268,17.4,,-1.33,6.07,604145408.0,2026-05-28,946678016.0
3272,16.3,,-7.65,6.07,976399104.0,2026-05-28,2821812992.0
3276,14.0,66.66667,0.21,-1.11,975977856.0,2026-05-28,506648000.0
3284,15.9,7.004405,2.27,24.65,1724879616.0,2026-05-28,859249984.0
3285,31.25,44.642857,0.7,24.67,1335468800.0,2026-05-28,678576000.0
3287,38.1,25.4,1.5,23.59,1675256960.0,2026-05-28,940854016.0
3288,15.1,,-0.64,65.5,247338000.0,2026-05-28,73476000.0
3289,169.5,35.53459,4.77,23.78,14657512448,2026-06-16,4794549248
3290,47.95,23.855722,2.01,27.23,4325810688.0,2026-05-28,2736592896.0
3293,749.0,19.772966,37.88,97.63,211069370368.0,2026-05-28,22937931776.0
3294,39.35,,-0.49,14.74,5194829312.0,2026-05-28,3570593024.0
3296,19.5,31.967213,0.61,21.15,1886118016.0,2026-05-28,1597212032.0
3297,29.7,63.19149,0.47,34.95,1070667200.0,2026-05-28,201520000.0
