date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2026-03-26,1101,115,20,1880795,254,30677,30836, ,7,0,0,1880795,7,30,23
2026-03-26,1216,75,0,1420503,104,1617,1646, ,0,0,0,1420503,7,7,0
2026-03-26,1217,32,0,123628,6,2158,2132, ,0,0,0,123628,0,0,0
2026-03-26,1218,23,0,124999,9,1559,1545, ,0,0,0,124999,0,0,0
2026-03-26,1219,61,0,85309,1,1203,1143, ,12,0,0,85309,0,0,0
2026-03-26,1225,13,0,60567,11,4533,4531, ,0,0,0,60567,0,0,0
2026-03-26,1227,4,0,228772,12,1381,1389, ,0,0,0,228772,0,0,0
2026-03-26,1526,0,0,15000,29,915,944, ,0,0,0,15000,0,0,0
2026-03-26,1527,1,0,34642,0,540,539, ,0,0,0,34642,5,5,0
2026-03-26,2449,642,4,305686,593,11120,11075, ,0,0,0,305686,0,0,0
2026-03-26,1229,23,0,448990,37,2339,2353, ,0,0,0,448990,0,0,0
2026-03-26,1236,0,0,21668,5,149,154, ,0,0,0,21668,0,0,0
2026-03-26,1256,0,0,8943,3,313,316, ,0,0,0,8943,0,0,0
2026-03-26,1301,1523,0,1591435,2133,20954,21564, ,216,0,0,1591435,52,52,0
2026-03-26,1303,5061,13,1982705,3563,54053,52568, ,0,0,0,1982705,0,0,0
2026-03-26,1304,4340,2,297190,1854,13112,10628, ,0,0,0,297190,0,0,0
2026-03-26,1305,2862,2,145262,1782,8115,7037, ,206,0,0,145262,22,22,0
2026-03-26,1307,126,0,99454,137,2317,2328, ,0,1,0,99454,0,16,17
2026-03-26,1102,52,0,886640,11,1575,1534, ,0,0,0,886640,0,0,0
2026-03-26,1531,0,0,45527,23,2151,2174, ,0,0,0,45527,0,0,0
2026-03-26,1584,31,14,58117,58,6806,6847,,2,13,0,58117,0,13,0
2026-03-26,1234,0,0,100467,0,39,39, ,0,0,0,100467,0,0,0
2026-03-26,1233,0,0,22647,0,61,61, ,0,0,0,22647,0,0,0
2026-03-26,1310,1243,0,131967,1837,11935,12529, ,106,11,0,131967,60,81,32
2026-03-26,1402,120,9,1338218,392,10519,10800, ,0,0,0,1338218,0,0,0
2026-03-26,1466,16,0,27789,2,4704,4690, ,5,0,0,27789,0,69,69
2026-03-26,1477,77,0,61673,8,342,273, ,7,0,0,61673,4,4,0
2026-03-26,1504,247,10,594110,461,25210,25434, ,14,0,0,594110,55,55,0
2026-03-26,1513,308,350,125778,140,7965,8147, ,9,1,0,125778,2,8,7
2026-03-26,1514,107,0,68277,68,6984,6945, ,0,8,0,68277,4,131,135
2026-03-26,1515,7,0,45368,2,1712,1707, ,0,0,0,45368,4,11,7
2026-03-26,1516,0,0,0,0,18,18,OX ,0,0,0,0,0,0,0
2026-03-26,1519,210,0,78970,89,2772,2651, ,1,16,0,78970,1,103,118
2026-03-26,1521,0,0,19057,0,373,373, ,0,0,0,19057,0,0,0
2026-03-26,1522,37,2,78224,26,4514,4505, ,1,1,0,78224,0,43,44
2026-03-26,2010,67,0,161913,38,1320,1291, ,0,1,0,161913,0,1,2
2026-03-26,1524,548,0,41327,451,5164,5067, ,1,0,0,41327,54,87,33
2026-03-26,1525,0,0,18350,0,238,238, ,0,0,0,18350,0,0,0
2026-03-26,1312,1004,1,276655,1456,17596,18049, ,0,0,0,276655,0,0,0
2026-03-26,1309,2527,0,99396,1304,9016,7793, ,45,0,0,99396,131,131,0
2026-03-26,1314,1257,1,946212,1891,48844,49479, ,18,61,0,946212,16,217,262
2026-03-26,1308,3238,0,148435,1540,9979,8281, ,124,0,0,148435,45,45,0
2026-03-26,1321,402,0,56807,8,7423,7029,X ,0,0,0,56807,0,0,0
2026-03-26,1232,0,0,39993,0,8,8, ,0,0,0,39993,0,0,0
2026-03-26,1215,3,0,73697,2,454,453, ,0,0,0,73697,0,0,0
2026-03-26,1603,12,0,47922,16,2591,2595, ,0,0,0,47922,0,7,7
2026-03-26,1718,184,0,421476,377,12414,12607, ,2,0,0,421476,0,34,34
2026-03-26,1726,0,0,40500,0,0,0, ,0,0,0,40500,0,0,0
2026-03-26,1612,1,0,79020,8,1626,1633, ,0,0,0,79020,0,0,0
2026-03-26,2002,902,0,3933715,2610,28700,30408, ,7,86,0,3933715,95,120,111
2026-03-26,1733,0,0,24987,6,3956,3962, ,0,0,0,24987,0,3,3
2026-03-26,2006,38,0,182553,5,874,841, ,0,0,0,182553,0,1,1
2026-03-26,2008,0,0,47713,0,255,255, ,0,0,0,47713,0,0,0
2026-03-26,1536,34,15,69739,45,8481,8507, ,0,0,0,69739,0,0,0
2026-03-26,1530,0,0,23648,0,115,115, ,0,0,0,23648,0,0,0
2026-03-26,1789,45,0,197684,72,3098,3125, ,0,0,0,197684,0,0,0
2026-03-26,1533,5,0,24636,1,655,651, ,0,0,0,24636,0,0,0
2026-03-26,1786,0,8,18706,6,6039,6053, ,0,0,0,18706,0,21,21
2026-03-26,1784,28,0,13280,21,2135,2128,,0,0,0,13280,0,2,2
2026-03-26,1760,10,2,21434,1,928,921, ,0,0,0,21434,0,0,0
2026-03-26,1788,0,0,11130,0,0,0,11     C,0,0,0,11130,0,0,0
2026-03-26,1535,2,1,30935,3,83,85, ,0,0,0,30935,0,0,0
2026-03-26,1537,1,0,20515,0,41,40, ,0,0,0,20515,0,0,0
2026-03-26,1762,0,0,19229,4,821,825, ,0,0,0,19229,0,0,0
2026-03-26,2007,0,0,0,0,222,222,OX ,0,0,0,0,0,0,0
2026-03-26,1777,0,0,11147,0,38,38,11     C,0,0,0,11147,0,0,0
2026-03-26,1590,7,0,49999,17,112,122, ,0,0,0,49999,0,0,0
2026-03-26,1560,90,1,37136,116,2067,2094, ,1,9,9,37136,2,100,116
2026-03-26,1532,23,0,105651,2,2580,2559, ,0,0,0,105651,0,0,0
2026-03-26,1609,71,16,196315,151,12436,12532, ,0,2,0,196315,1,10,11
2026-03-26,1717,1019,15,293061,1559,22714,23269, ,3,16,1,293061,8,576,585
2026-03-26,1713,111,1,37737,24,3019,2933, ,0,0,0,37737,0,0,0
2026-03-26,1712,13,0,105123,12,665,664, ,0,0,0,105123,0,0,0
2026-03-26,1711,1135,0,136938,2271,23842,24978, ,606,0,0,136938,7,7,0
2026-03-26,1710,928,2,221425,471,7943,7488, ,12,15,0,221425,28,132,119
2026-03-26,1313,692,0,337711,1040,11934,12282, ,57,0,0,337711,27,27,0
2026-03-26,1319,42,1,147869,38,5168,5165, ,3,6,0,147869,0,60,66
2026-03-26,1605,895,19,1107833,1300,49755,50179, ,6,31,1,1107833,31,440,441
2026-03-26,1725,2,0,45457,4,216,218, ,0,0,0,45457,0,0,0
2026-03-26,1326,2074,0,1465296,2997,22086,23009, ,220,0,0,1465296,63,63,0
2026-03-26,1591,13,0,8699,2,1758,1747,,0,0,0,8699,0,3,3
2026-03-26,1586,50,0,21712,30,13831,13811,,0,0,0,21712,0,0,0
2026-03-26,1583,0,0,27350,1,27,28, ,0,0,0,27350,0,0,0
2026-03-26,1582,1473,1,36067,956,5957,5441, ,0,0,0,36067,0,0,0
2026-03-26,1529,108,1,38773,69,3379,3341, ,0,3,0,38773,4,10,9
2026-03-26,1723,88,0,59226,42,1847,1801, ,1,0,0,59226,0,0,0
2026-03-26,1580,0,0,12334,1,17,18,,0,0,0,12334,0,0,0
2026-03-26,1608,75,0,158193,70,8069,8064, ,2,0,0,158193,2,46,44
2026-03-26,1722,221,0,245000,156,2699,2634, ,10,0,0,245000,3,3,0
2026-03-26,1528,1256,0,47832,1140,10880,10764, ,8,54,0,47832,92,145,107
2026-03-26,1589,0,4,0,8,2671,2683,OX ,0,0,0,0,0,0,0
2026-03-26,2009,33,0,89905,38,4998,5003, ,0,4,0,89905,2,70,72
2026-03-26,1210,30,0,223691,28,1054,1052, ,0,0,0,223691,0,0,0
2026-03-26,2012,0,1,75540,4,70,75, ,0,0,0,75540,0,0,0
2026-03-26,2062,1,1,49998,17,2144,2161, ,0,0,0,49998,0,0,0
2026-03-26,2063,0,0,12025,0,85,85,11     C,0,0,0,12025,0,0,0
2026-03-26,2064,4,0,17332,3,43,42,,0,0,0,17332,0,0,0
2026-03-26,2065,25,0,15879,4,546,525,X,0,0,0,15879,1,0,1
2026-03-26,2103,451,2,206427,385,11092,11028, ,0,0,0,206427,0,0,0
2026-03-26,2201,269,0,267500,399,11192,11322, ,18,0,0,267500,0,0,0
2026-03-26,2204,39,2,138405,50,3630,3643, ,0,0,0,138405,0,0,0
2026-03-26,2207,2,0,139275,14,93,105, ,0,0,0,139275,0,0,0
2026-03-26,2208,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-26,2301,267,5,579193,212,17380,17330, ,5,9,0,579193,62,102,49
2026-03-26,2303,724,9,3144631,1099,71043,71427, ,32,0,0,3144631,79,79,0
2026-03-26,2308,468,34,649385,895,5657,6118, ,20,0,0,649385,10,10,0
2026-03-26,2317,1397,47,3502905,1843,64446,64939, ,0,0,0,3502905,0,0,0
2026-03-26,2324,556,7,1101786,415,26558,26424, ,0,0,0,1101786,0,0,0
2026-03-26,2329,1047,203,139994,746,21288,21190, ,0,0,0,139994,0,0,0
2026-03-26,2014,0,0,0,8,2296,2304,OX ,0,0,0,0,0,0,0
2026-03-26,2330,635,21,6483131,436,26577,26399,X ,0,15,2,6483131,0,1,18
2026-03-26,2049,436,0,88448,260,5624,5448, ,28,0,0,88448,5,5,0
2026-03-26,2397,1,0,28672,11,1300,1310, ,0,0,0,28672,0,0,0
2026-03-26,2061,0,0,14344,7,3367,3374,,0,0,0,14344,0,0,0
2026-03-26,2327,922,225,518241,893,36416,36612, ,48,0,0,518241,35,35,0
2026-03-26,2357,32,0,185690,239,2712,2919, ,0,0,0,185690,0,0,0
2026-03-26,2356,117,210,896868,1020,25841,26954, ,8,0,0,896868,7,7,0
2026-03-26,2520,25,0,152371,140,4465,4580, ,1,0,0,152371,24,24,0
2026-03-26,2340,194,9,94655,212,6537,6564, ,2,66,0,94655,2,69,133
2026-03-26,2344,10902,111,1125000,16616,129233,135058, ,0,0,0,1125000,0,0,0
2026-03-26,2345,326,0,140279,1522,1911,3107, ,8,30,1,140279,2,88,117
2026-03-26,2348,3,0,37974,25,1778,1800, ,0,0,0,37974,0,41,41
2026-03-26,2351,484,11,45535,549,6188,6264, ,4,27,0,45535,15,472,484
2026-03-26,2353,410,92,761963,1783,29362,30827, ,0,0,0,761963,0,0,0
2026-03-26,2354,95,8,353621,113,25983,26009, ,0,0,0,353621,0,0,0
2026-03-26,2365,81,6,55382,96,10242,10263, ,1,8,0,55382,4,126,130
2026-03-26,2382,102,0,965656,416,10946,11260, ,0,0,0,965656,0,0,0
2026-03-26,2399,435,3,44525,1275,10667,11510, ,395,33,0,44525,6,182,209
2026-03-26,2364,4,0,13097,1,952,949, ,0,0,0,13097,0,0,0
2026-03-26,2368,588,1,127827,400,5015,4828, ,0,0,0,127827,0,0,0
2026-03-26,2379,13,0,128878,39,3444,3470, ,1,0,0,128878,1,1,0
2026-03-26,2383,124,4,89580,247,1839,1966, ,24,0,0,89580,18,18,0
2026-03-26,2388,174,8,138982,249,15968,16051, ,8,69,0,138982,8,370,431
2026-03-26,2393,85,3,110848,250,1852,2020, ,5,4,0,110848,22,40,22
2026-03-26,2332,178,0,150560,329,20728,20879, ,8,2,0,150560,12,27,17
2026-03-26,2421,505,0,71735,707,6951,7153, ,52,2,0,71735,6,11,7
2026-03-26,2406,2433,2,87726,3814,15478,16861, ,43,81,0,87726,304,1466,1243
2026-03-26,2363,251,14,128747,311,19220,19294, ,17,0,0,128747,15,15,0
2026-03-26,2534,79,2,118556,3,12198,12124, ,0,0,0,118556,0,0,0
2026-03-26,2337,2088,51,494916,13150,142920,154033, ,4546,0,0,494916,76,76,0
2026-03-26,2439,54,20,63456,18,3052,3036, ,1,0,0,63456,0,0,0
2026-03-26,2719,0,0,0,1,73,74,OX,0,0,0,0,0,0,0
2026-03-26,2718,2,0,18144,0,317,315,,0,0,0,18144,0,0,0
2026-03-26,2712,0,0,26250,0,29,29, ,0,0,0,26250,0,0,0
2026-03-26,2597,2,0,77679,13,489,500, ,0,0,0,77679,0,13,13
2026-03-26,2013,0,0,50000,33,1464,1497, ,0,0,0,50000,0,0,0
2026-03-26,2409,2879,28,1886774,2809,180589,180547, ,828,0,0,1886774,1071,1071,0
2026-03-26,2015,13,0,145399,20,72,79, ,0,0,0,145399,0,0,0
2026-03-26,2059,27,0,23824,79,458,510, ,0,1,0,23824,0,4,5
2026-03-26,2548,68,0,79929,60,1857,1849, ,0,0,0,79929,0,0,0
2026-03-26,2538,5,0,111256,4,2924,2923, ,0,0,0,111256,0,0,0
2026-03-26,2537,38,0,75139,15,3683,3660, ,0,2,0,75139,0,1,3
2026-03-26,2536,352,0,83202,53,5748,5449, ,0,0,0,83202,0,0,0
2026-03-26,2408,14400,31,774656,8793,114073,108497, ,395,322,0,774656,1460,2503,1365
2026-03-26,2547,12,0,258773,77,18147,18212, ,0,0,0,258773,0,0,0
2026-03-26,2546,0,0,32631,0,100,100, ,0,0,0,32631,0,0,0
2026-03-26,2412,15,1,1939361,11,509,506, ,0,0,0,1939361,0,0,0
2026-03-26,2545,27,0,94933,7,2912,2892,X ,0,0,0,94933,0,0,0
2026-03-26,2542,8,0,543270,25,7949,7966, ,0,0,0,543270,0,6,6
2026-03-26,2436,276,28,49982,415,5099,5266, ,0,0,0,49982,0,0,0
2026-03-26,2723,18,0,45000,2,2343,2327, ,0,0,0,45000,0,0,0
2026-03-26,2535,14,0,67698,6,184,176, ,0,0,0,67698,0,1,1
2026-03-26,2429,0,0,0,0,5227,5227,OX ,0,0,0,0,0,12,12
2026-03-26,2528,30,0,108506,23,4332,4325, ,0,0,0,108506,29,29,0
2026-03-26,2540,114,0,236218,25,3107,3018, ,0,1,0,236218,0,194,195
2026-03-26,2543,268,0,132135,239,15025,14996, ,0,6,0,132135,0,69,75
2026-03-26,2511,3,0,405831,24,3161,3182, ,0,0,0,405831,0,54,54
2026-03-26,2509,4,0,56137,5,629,630, ,0,0,0,56137,0,0,0
2026-03-26,2505,1,0,95000,2,2482,2483, ,0,0,0,95000,0,0,0
2026-03-26,2504,207,0,295000,153,3170,3116, ,2,0,0,295000,0,0,0
2026-03-26,2506,0,0,75125,0,2042,2042, ,0,0,0,75125,0,1,1
2026-03-26,2474,12,0,148042,70,1792,1850, ,0,0,0,148042,0,0,0
2026-03-26,2441,1697,0,142211,1333,26594,26230, ,81,0,0,142211,4,4,0
2026-03-26,2462,89,0,30486,59,1957,1927, ,15,0,0,30486,0,0,0
2026-03-26,2501,278,0,289890,94,5902,5718, ,0,3,0,289890,3,36,36
2026-03-26,2514,2,0,98682,7,15330,15335, ,0,0,0,98682,0,2,2
2026-03-26,2461,26,0,43769,36,3075,3085, ,0,0,0,43769,0,0,0
2026-03-26,2454,237,2,400976,289,6255,6309, ,0,0,0,400976,0,0,0
2026-03-26,2471,4,0,11813,4,1456,1456, ,0,0,0,11813,0,0,0
2026-03-26,2498,355,7,209005,351,31013,31016, ,4,19,0,209005,56,757,720
2026-03-26,2516,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-26,2455,3360,3,46226,5580,10247,12470, ,0,0,0,46226,0,0,0
2026-03-26,2515,618,4,401976,119,28393,27898, ,0,1,0,401976,5,83,79
2026-03-26,2460,0,0,0,0,504,504,OX ,0,0,0,0,0,0,0
2026-03-26,2524,0,1,91495,0,3330,3331, ,0,0,0,91495,0,23,23
2026-03-27,1312,2095,0,276655,1603,18088,17596, ,172,0,0,276655,44,44,0
2026-03-27,2891,55,0,4919454,47,2881,2873, ,0,11,0,4919454,0,108,119
2026-03-27,1227,25,0,228772,1,1405,1381, ,0,0,0,228772,0,0,0
2026-03-27,1527,1,0,34642,2,539,540, ,0,0,0,34642,0,5,5
2026-03-27,2537,21,0,75139,20,3684,3683, ,0,1,0,75139,0,0,1
2026-03-27,6770,8676,115,1060950,14991,133808,140238, ,368,2592,1,1060950,474,2972,5091
2026-03-27,2887,441,0,6216599,61,50438,50058, ,84,9,0,6216599,0,272,281
2026-03-27,3532,660,8,96962,306,3085,2739, ,1,14,331,96962,25,135,455
2026-03-27,1229,20,12,448990,21,2326,2339, ,0,0,0,448990,2,2,0
2026-03-27,2462,27,0,30486,6,1978,1957, ,0,0,0,30486,0,0,0
2026-03-27,1789,26,0,197684,31,3093,3098, ,0,0,0,197684,0,0,0
2026-03-27,2886,6,0,3708344,11,1026,1031, ,0,0,0,3708344,1,18,17
2026-03-27,2330,687,245,6483131,634,26385,26577,X ,0,0,1,6483131,0,0,1
2026-03-27,2368,432,0,127827,204,5243,5015, ,70,0,0,127827,38,38,0
2026-03-27,4142,20,0,107376,42,7215,7237,X ,0,0,0,107376,0,0,0
2026-03-27,2889,221,0,908390,306,920,1005, ,2,0,0,908390,0,0,0
2026-03-27,2461,22,0,43769,27,3070,3075, ,0,0,0,43769,0,0,0
2026-03-27,1612,6,0,79020,38,1594,1626, ,0,0,0,79020,0,0,0
2026-03-27,4147,128,0,68300,80,8658,8610,,9,1,0,68300,4,1,4
2026-03-27,1514,129,0,68277,181,6932,6984, ,0,29,0,68277,1,103,131
2026-03-27,3550,726,2,26887,215,13264,12755, ,0,1,0,26887,22,61,40
2026-03-27,5538,0,0,50300,0,45,45, ,0,0,0,50300,0,0,0
2026-03-27,2337,6218,21,494916,6185,142932,142920, ,0,62,0,494916,101,115,76
2026-03-27,3530,5,0,19368,0,1285,1280, ,0,0,0,19368,0,0,0
2026-03-27,2340,306,0,94655,133,6710,6537, ,1,1,0,94655,2,70,69
2026-03-27,2867,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,2329,529,19,139994,911,20887,21288, ,35,0,0,139994,35,35,0
2026-03-27,5269,31,10,18694,32,2417,2428, ,0,0,0,18694,0,6,6
2026-03-27,2471,3,2,11813,0,1457,1456, ,0,0,0,11813,0,0,0
2026-03-27,3518,14,0,23440,11,2673,2670, ,0,2,0,23440,0,5,7
2026-03-27,2892,115,0,3594867,1,8826,8712, ,0,0,0,3594867,1,4,3
2026-03-27,2379,37,1,128878,63,3417,3444, ,0,0,0,128878,0,1,1
2026-03-27,4968,93,0,23052,67,5979,5953, ,1,0,0,23052,7,26,19
2026-03-27,2885,57,0,3332787,53,1592,1588, ,0,2,0,3332787,0,5,7
2026-03-27,1532,9,0,105651,32,2557,2580, ,0,0,0,105651,0,0,0
2026-03-27,6488,95,0,119528,51,3883,3839,,0,116,0,119528,0,187,71
2026-03-27,2498,164,20,209005,168,30989,31013, ,5,65,0,209005,47,739,757
2026-03-27,2059,17,0,23824,31,444,458, ,0,0,0,23824,0,4,4
2026-03-27,5525,0,0,79526,0,360,360, ,0,0,0,79526,0,0,0
2026-03-27,1233,0,0,22647,0,61,61, ,0,0,0,22647,0,0,0
2026-03-27,3576,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,2880,2,0,3479241,1,446,445, ,0,0,0,3479241,0,42,42
2026-03-27,1712,1,0,105123,13,653,665, ,0,0,0,105123,0,0,0
2026-03-27,6669,116,5,46460,68,2703,2660, ,0,1,1,46460,0,71,73
2026-03-27,2890,11,0,3623080,411,1652,2052, ,45,0,0,3623080,0,5,5
2026-03-27,1217,11,0,123628,0,2169,2158, ,0,0,0,123628,5,5,0
2026-03-27,2881,214,6,3501841,6,8614,8412, ,0,11,0,3501841,1,21,31
2026-03-27,1525,0,0,18350,0,238,238, ,0,0,0,18350,0,0,0
2026-03-27,5274,5,0,9450,3,89,87,,0,0,0,9450,0,0,0
2026-03-27,1788,0,0,11130,0,0,0,11     C,0,0,0,11130,0,0,0
2026-03-27,6269,156,0,80782,100,5082,5026, ,1,2,0,80782,33,47,16
2026-03-27,1711,903,2,136938,1059,23684,23842, ,557,6,0,136938,5,6,7
2026-03-27,2061,16,0,14344,15,3368,3367,,0,0,0,14344,0,0,0
2026-03-27,2474,40,1,148042,112,1719,1792, ,1,0,0,148042,2,2,0
2026-03-27,1232,0,0,39993,0,8,8, ,0,0,0,39993,0,0,0
2026-03-27,6146,4,0,25466,28,482,506,,0,0,0,25466,0,2,2
2026-03-27,3548,2,0,16936,4,3909,3911,,0,0,0,16936,0,19,19
2026-03-27,2883,94,0,4243711,682,16114,16702, ,0,1,0,4243711,2,43,42
2026-03-27,2884,43,0,4043500,78,3480,3515, ,0,1,0,4043500,0,49,50
2026-03-27,4906,12038,0,106898,6715,32396,27073, ,333,40,0,106898,1000,1152,192
2026-03-27,2332,57,0,150560,59,20726,20728, ,0,1,0,150560,1,27,27
2026-03-27,5009,152,0,150617,38,7015,6901,,0,0,0,150617,0,12,12
2026-03-27,3533,122,0,28133,55,651,584, ,0,2,0,28133,3,14,13
2026-03-27,1609,157,4,196315,142,12447,12436, ,0,3,0,196315,5,12,10
2026-03-27,2006,16,0,182553,15,875,874, ,0,1,0,182553,0,0,1
2026-03-27,2903,8,0,354235,2,1761,1755, ,0,0,0,354235,4,4,0
2026-03-27,2449,792,2,305686,579,11331,11120, ,141,0,0,305686,20,20,0
2026-03-27,3406,29,3,28185,10,1929,1913, ,8,0,0,28185,0,0,0
2026-03-27,5347,2080,1,466848,1422,15632,14975,,393,16,0,466848,12,19,15
2026-03-27,2308,397,30,649385,228,5796,5657, ,17,5,0,649385,19,24,10
2026-03-27,4133,3,0,15138,5,986,988, ,0,0,0,15138,0,0,0
2026-03-27,2383,91,2,89580,42,1886,1839, ,10,9,0,89580,7,16,18
2026-03-27,6461,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-03-27,1603,48,0,47922,16,2623,2591, ,0,0,0,47922,2,9,7
2026-03-27,4160,0,0,6672,0,127,127,,0,0,0,6672,0,0,0
2026-03-27,1218,46,6,124999,15,1584,1559, ,0,0,0,124999,0,0,0
2026-03-27,3013,1003,112,51284,682,12441,12232, ,3,3,0,51284,20,70,53
2026-03-27,6803,0,0,18173,0,19,19,,0,0,0,18173,0,0,0
2026-03-27,3014,23,0,41496,6,2454,2437, ,0,0,0,41496,0,1,1
2026-03-27,6147,7808,0,186148,2394,22946,17532,,1096,29,0,186148,37,57,65
2026-03-27,2317,822,115,3502905,2055,63098,64446, ,57,0,0,3502905,104,104,0
2026-03-27,6263,1,0,15625,0,168,167,,0,0,0,15625,0,0,0
2026-03-27,3376,396,18,48940,610,13718,13950, ,5,23,0,48940,6,55,72
2026-03-27,2882,149,1,3667302,278,4877,5007, ,1,14,0,3667302,1,183,196
2026-03-27,3016,178,1,72135,142,4304,4269, ,1,26,0,72135,5,75,96
2026-03-27,1314,3496,22,946212,2334,49984,48844, ,5,10,0,946212,27,234,217
2026-03-27,1591,8,0,8699,3,1763,1758,,0,0,0,8699,0,3,3
2026-03-27,6227,19,0,19027,11,3113,3105,,0,0,0,19027,0,17,17
2026-03-27,3017,356,0,98111,189,3672,3505,X ,0,0,0,98111,0,0,0
2026-03-27,1402,159,40,1338218,171,10467,10519, ,0,0,0,1338218,0,0,0
2026-03-27,2324,1488,0,1101786,241,27805,26558, ,36,0,0,1101786,31,31,0
2026-03-27,2454,95,3,400976,206,6141,6255, ,12,0,0,400976,1,1,0
2026-03-27,2912,7,0,259905,88,693,774, ,0,1,0,259905,0,2,3
2026-03-27,3711,313,0,1113449,149,4715,4551, ,1,41,0,1113449,7,319,353
2026-03-27,5521,183,0,123070,126,19337,19280, ,10,3,0,123070,20,33,16
2026-03-27,2543,79,0,132135,85,15019,15025, ,0,10,0,132135,1,60,69
2026-03-27,3443,182,18,33502,63,3259,3158, ,0,17,0,33502,7,15,25
2026-03-27,2460,0,0,0,0,504,504,OX ,0,0,0,0,0,0,0
2026-03-27,3515,22,2,30886,6,2407,2393, ,1,0,0,30886,0,0,0
2026-03-27,2905,20,2,277592,6,9593,9581, ,0,0,0,277592,0,1,1
2026-03-27,1608,44,0,158193,107,8006,8069, ,1,12,0,158193,3,37,46
2026-03-27,1225,9,0,60567,7,4535,4533, ,0,0,0,60567,0,0,0
2026-03-27,6414,27,0,36471,7,1402,1382, ,0,0,0,36471,0,0,0
2026-03-27,6194,6,5,12000,7,1781,1787,,0,0,0,12000,0,0,0
2026-03-27,1313,1274,1,337711,821,12386,11934, ,34,13,0,337711,15,29,27
2026-03-27,1522,22,0,78224,4,4532,4514, ,0,0,0,78224,1,44,43
2026-03-27,6789,166,1,79574,78,15211,15124, ,9,5,0,79574,5,6,6
2026-03-27,3494,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,2908,46,0,127471,30,12485,12469, ,0,0,0,127471,0,0,0
2026-03-27,2327,779,9,518241,595,36591,36416, ,53,11,0,518241,12,36,35
2026-03-27,1533,1,0,24636,2,654,655, ,0,0,0,24636,0,0,0
2026-03-27,2910,3,0,43850,2,6,5, ,0,0,0,43850,0,0,0
2026-03-27,2455,3007,0,46226,1604,11650,10247, ,240,0,0,46226,383,383,0
2026-03-27,2062,14,5,49998,14,2139,2144, ,0,0,0,49998,0,0,0
2026-03-27,5536,71,0,31020,106,2258,2293,,4,3,0,31020,1,7,5
2026-03-27,2911,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-03-27,3481,10491,23,1997299,10815,317234,317581, ,2415,463,0,1997299,1015,1146,594
2026-03-27,6214,2,2,68060,9,1491,1500, ,0,0,0,68060,0,0,0
2026-03-27,2012,0,0,75540,0,70,70, ,0,0,0,75540,0,0,0
2026-03-27,1605,999,96,1107833,568,50090,49755, ,64,148,0,1107833,18,310,440
2026-03-27,2382,310,6,965656,170,11080,10946, ,6,0,0,965656,26,26,0
2026-03-27,1515,15,4,45368,14,1709,1712, ,0,9,0,45368,1,3,11
2026-03-27,2002,583,1,3933715,577,28705,28700, ,11,70,0,3933715,7,57,120
2026-03-27,1219,32,0,85309,0,1235,1203, ,0,0,0,85309,0,0,0
2026-03-27,4904,1,0,878396,3,167,169, ,0,0,0,878396,0,0,0
2026-03-27,4130,176,0,34471,17,4592,4433,,0,0,0,34471,0,38,38
2026-03-27,4148,15,0,16808,9,540,534, ,0,0,0,16808,0,1,1
2026-03-27,3707,353,4,86364,379,12891,12921,,10,2,25,86364,96,85,204
2026-03-27,2354,106,5,353621,81,26003,25983, ,13,0,0,353621,7,7,0
2026-03-27,2855,45,0,400353,282,4556,4793, ,1,0,0,400353,0,0,0
2026-03-27,2540,0,0,236218,1,3106,3107, ,0,6,0,236218,0,188,194
2026-03-27,2542,114,26,543270,118,7919,7949, ,0,2,3,543270,0,1,6
2026-03-27,3260,1513,8,81436,1306,15143,14944,11   A,2649,823,253,81436,176,2668,2274
2026-03-27,1726,0,0,40500,0,0,0, ,0,0,0,40500,0,0,0
2026-03-27,5903,0,0,55805,2,18,20,,0,0,0,55805,0,0,0
2026-03-27,2363,210,3,128747,156,19271,19220, ,1,0,0,128747,30,45,15
2026-03-27,1308,2748,0,148435,3730,8997,9979, ,1165,31,0,148435,96,110,45
2026-03-27,4938,209,0,670541,443,4790,5024, ,68,5,0,670541,1,3,7
2026-03-27,6510,39,0,8197,55,526,542,,6,0,0,8197,0,0,0
2026-03-27,2915,21,8,276079,12,8450,8449, ,0,0,0,276079,5,5,0
2026-03-27,2545,16,0,94933,129,2799,2912,X ,0,0,0,94933,0,0,0
2026-03-27,4123,90,45,179303,173,12980,13108,,0,0,21,179303,84,626,731
2026-03-27,1725,12,0,45457,6,222,216, ,0,0,0,45457,0,0,0
2026-03-27,1304,5055,2,297190,6696,11469,13112, ,1636,0,0,297190,215,215,0
