date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2026-05-05,3036,231,0,317287,183,5808,5760, ,1,0,0,317287,3,64,61
2026-05-05,1234,0,0,100467,0,25,25, ,0,0,0,100467,0,0,0
2026-05-05,3034,142,0,152127,102,3455,3415, ,1,0,0,152127,1,14,13
2026-05-05,1522,30,0,78224,8,4434,4412, ,0,1,0,78224,21,36,16
2026-05-05,3016,1354,0,72135,441,5475,4562, ,0,92,0,72135,114,528,506
2026-05-05,4148,2,0,16808,0,657,655, ,0,0,0,16808,0,0,0
2026-05-05,3593,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-05,2429,0,0,0,0,4584,4584,OX ,0,0,0,0,0,0,0
2026-05-05,2546,1,0,32631,1,79,79, ,0,0,0,32631,0,1,1
2026-05-05,2409,17344,9,1886774,10313,202479,195457, ,109,715,30,1886774,330,19130,19545
2026-05-05,1789,30,0,197684,18,2955,2943, ,0,0,0,197684,0,0,0
2026-05-05,2441,695,0,142211,2002,9915,11222, ,8,6,0,142211,19,203,190
2026-05-05,6269,306,0,80957,141,5466,5301, ,0,0,0,80957,1,111,110
2026-05-05,1713,5,0,37737,0,3131,3126, ,0,0,0,37737,0,0,0
2026-05-05,2838,2,50,1085137,11,809,868, ,0,0,0,1085137,0,1,1
2026-05-05,4162,6,10,36419,30,2865,2899,,0,0,0,36419,0,2,2
2026-05-05,6214,14,0,68060,70,1782,1838, ,0,0,0,68060,0,0,0
2026-05-05,2538,8,0,111256,2,2605,2599, ,0,0,0,111256,0,0,0
2026-05-05,3141,153,35,18865,116,4077,4075,,0,1,0,18865,0,9,8
2026-05-05,1590,32,1,49999,32,300,301, ,0,0,0,49999,0,1,1
2026-05-05,4171,4,0,14514,68,771,835,,0,0,0,14514,0,0,0
2026-05-05,1515,3,0,45368,6,1740,1743, ,0,1,0,45368,0,8,9
2026-05-05,2015,0,0,145399,0,37,37, ,0,0,0,145399,0,0,0
2026-05-05,1313,95,2,337711,88,11479,11474, ,0,0,0,337711,0,2,2
2026-05-05,1718,76,0,421476,47,12548,12519, ,0,0,0,421476,0,0,0
2026-05-05,5534,40,0,78831,8,3589,3557, ,0,0,0,78831,0,14,14
2026-05-05,5904,6,0,26610,6,176,176,,0,0,0,26610,0,1,1
2026-05-05,3035,1151,2,65137,971,18360,18182, ,9,7,0,65137,26,307,288
2026-05-05,1526,10,0,15000,0,780,770, ,0,0,0,15000,0,0,0
2026-05-05,4160,0,0,6672,0,127,127,,0,0,0,6672,0,0,0
2026-05-05,3028,212,0,59310,336,3325,3449, ,1,4,0,59310,1,30,33
2026-05-05,6533,230,0,12662,122,2389,2281, ,1,0,0,12662,1,40,39
2026-05-05,2543,212,2,132135,276,12863,12929, ,4,49,0,132135,31,77,95
2026-05-05,6456,1121,100,84484,1256,17317,17552, ,753,0,0,84484,2,94,92
2026-05-05,2059,33,0,23824,66,492,525, ,0,0,0,23824,0,1,1
2026-05-05,4168,0,1,0,0,198,199,OX,0,0,0,0,0,0,0
2026-05-05,3230,24,2,17752,45,5188,5211,,0,0,0,17752,0,0,0
2026-05-05,1723,12,0,59226,35,978,1001, ,0,0,0,59226,0,0,0
2026-05-05,1589,0,2,0,0,1886,1888,OX!,0,0,0,0,0,0,0
2026-05-05,6446,123,5,94981,111,6870,6863, ,2,1,0,94981,0,6,7
2026-05-05,2408,13011,110,774656,18252,108401,113752, ,260,384,1,774656,780,2132,1737
2026-05-05,2545,0,1,94933,6,2784,2791, ,0,0,0,94933,0,1,1
2026-05-05,2812,38,10,1505406,454,4999,5425, ,0,0,0,1505406,0,0,0
2026-05-05,2436,430,3,50023,445,9973,9991, ,1,48,19,50023,32,1810,1845
2026-05-05,1584,74,2,58117,23,6777,6728,,1,0,0,58117,0,13,13
2026-05-05,4175,0,0,10580,0,31,31,11     C,0,0,0,10580,0,0,0
2026-05-05,2049,299,0,88448,277,4546,4524, ,1,1,0,88448,1,120,120
2026-05-05,1314,210,28,946212,396,47747,47961, ,3,2,0,946212,1,18,19
2026-05-05,1529,40,0,38773,11,3378,3349, ,1,1,0,38773,1,22,22
2026-05-05,3023,69,0,60017,92,2107,2130, ,1,0,0,60017,3,15,12
2026-05-05,3691,417,0,19799,436,3209,3228,,0,3,0,19799,8,84,89
2026-05-05,2540,75,0,236218,79,2949,2953, ,2,0,0,236218,1,2,1
2026-05-05,3037,1929,19,393882,1321,37991,37402, ,32,17,4,393882,17,310,314
2026-05-05,3596,28,0,55088,14,1160,1146, ,0,0,0,55088,0,9,9
2026-05-05,2317,7455,52,3507162,4207,57733,54537, ,29,38,0,3507162,273,888,653
2026-05-05,2332,82,3,150560,81,20220,20222, ,0,0,0,150560,0,19,19
2026-05-05,2820,0,0,335740,50,965,1015, ,0,0,0,335740,0,0,0
2026-05-05,2439,50,0,63456,70,3261,3281, ,0,1,0,63456,0,6,7
2026-05-05,1717,2085,1,293061,1460,26937,26313, ,14,9,0,293061,8,347,348
2026-05-05,3597,6,11,9809,31,1213,1249,,0,0,0,9809,0,0,0
2026-05-05,2406,717,5,87726,602,13196,13086, ,0,64,0,87726,5,161,220
2026-05-05,3040,7,0,16556,8,13887,13888,@ ,0,3,0,16556,0,7,10
2026-05-05,2542,175,0,543270,354,8592,8771, ,0,25,0,543270,4,171,192
2026-05-05,2308,459,0,649385,265,5763,5569, ,1,12,0,649385,1,78,89
2026-05-05,1530,0,0,23648,0,149,149, ,0,0,0,23648,0,0,0
2026-05-05,2718,8,0,18144,0,320,312,,0,0,0,18144,0,0,0
2026-05-05,1303,12545,5,1982705,7452,43755,38667, ,118,134,0,1982705,669,3585,3050
2026-05-05,4968,280,5,23052,166,6260,6151, ,1,2,0,23052,1,40,41
2026-05-05,6523,1,0,11261,0,53,52,,0,0,0,11261,0,0,0
2026-05-05,1236,1,0,21668,0,238,237, ,0,0,0,21668,0,0,0
2026-05-05,2816,10,0,55902,1,293,284, ,0,0,0,55902,0,0,0
2026-05-05,3189,1004,6,131731,1386,21320,21708, ,5,28,0,131731,30,498,496
2026-05-05,2712,0,0,0,0,11,11,OX ,0,0,0,0,0,0,0
2026-05-05,3030,735,2,59054,1027,12190,12484, ,1,10,1,59054,35,242,218
2026-05-05,1216,325,12,1420503,7,1411,1105, ,0,0,0,1420503,0,20,20
2026-05-05,2537,9,70,75139,41,3290,3392, ,0,5,0,75139,0,0,5
2026-05-05,2329,3699,1,139994,3528,22854,22684, ,48,28,0,139994,234,641,435
2026-05-05,6274,1660,1,72203,1082,9542,8965,,3,395,19,72203,4,1061,689
2026-05-05,3042,190,0,79498,105,15034,14949, ,232,0,0,79498,1,46,45
2026-05-05,2412,4,0,1939361,67,347,410, ,0,0,0,1939361,0,6,6
2026-05-05,6789,732,12,79574,831,13559,13670, ,8,7,10,79574,0,194,211
2026-05-05,3033,1384,3,120681,659,6704,5982, ,5,84,68,120681,14,200,338
2026-05-05,5531,1,0,244397,8,1541,1548, ,0,0,0,244397,0,7,7
2026-05-05,2327,2160,2,518241,2700,29414,29956, ,41,50,0,518241,33,605,622
2026-05-05,1788,0,0,11130,0,0,0,11     C,0,0,0,11130,0,0,0
2026-05-05,1726,0,0,40500,0,7,7, ,0,0,0,40500,0,0,0
2026-05-05,4961,50,0,30313,50,2690,2690, ,0,0,0,30313,1,11,10
2026-05-05,3032,360,0,25821,64,7108,6812, ,0,0,0,25821,3,7,4
2026-05-05,2455,2545,1,46226,1640,11039,10135, ,49,186,0,46226,587,1250,849
2026-05-05,2597,2,100,77679,19,995,1112, ,0,0,0,77679,0,11,11
2026-05-05,1712,0,65,105123,2,529,596, ,0,0,0,105123,0,0,0
2026-05-05,2535,33,0,67698,1,372,340, ,0,0,0,67698,0,0,0
2026-05-05,3661,195,0,19832,141,5095,5041, ,0,5,0,19832,1,104,108
2026-05-05,3706,1112,5,331803,880,33883,33656, ,2,3,0,331803,5,124,122
2026-05-05,2851,6,0,200097,0,893,887, ,0,0,0,200097,0,0,0
2026-05-05,3653,217,2,36683,137,1758,1680, ,90,11,0,36683,50,103,64
2026-05-05,2849,0,0,223623,0,90,90, ,0,0,0,223623,0,0,0
2026-05-05,1101,1006,3,1880795,54,30311,29362, ,2,2,0,1880795,13,105,94
2026-05-05,3686,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-05,1582,252,4,36067,219,5432,5403, ,0,1,0,36067,0,18,19
2026-05-05,2534,21,0,118556,23,12527,12529, ,0,0,0,118556,10,10,0
2026-05-05,2388,2363,6,138983,1670,15255,14568, ,37,106,0,138983,18,498,586
2026-05-05,3376,447,2,48940,584,12974,13113, ,1,1,0,48940,3,15,13
2026-05-05,1586,61,0,21712,34,14433,14406,,0,0,0,21712,0,0,0
2026-05-05,3043,3,11,9743,10,1237,1255, ,0,0,0,9743,0,0,0
2026-05-05,5521,93,0,123070,80,18814,18801, ,9,0,0,123070,0,0,0
2026-05-05,6409,72,3,21925,24,1978,1933, ,1,1,0,21925,0,4,5
2026-05-05,3013,144,40,51284,554,12439,12889, ,23,2,0,51284,7,36,31
2026-05-05,2344,16910,2,1125000,16487,139885,139464, ,225,168,0,1125000,342,2430,2256
2026-05-05,2528,67,0,108999,6,5482,5421, ,0,0,0,108999,0,0,0
2026-05-05,1305,113,2,145262,292,7820,8001, ,2,32,0,145262,38,78,72
2026-05-05,1514,873,0,68277,424,6724,6275, ,15,6,0,68277,12,49,43
2026-05-05,4108,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-05,1533,7,0,24636,10,744,747, ,0,0,0,24636,0,0,0
2026-05-05,1516,0,0,0,0,18,18,OX ,0,0,0,0,0,0,0
2026-05-05,1233,0,0,22647,2,58,60, ,0,0,0,22647,0,0,0
2026-05-05,1525,0,0,18350,1,231,232, ,0,0,0,18350,0,0,0
2026-05-05,3576,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-05,3211,326,2,38592,294,8716,8686,,4,32,0,38592,1,50,19
2026-05-05,4147,194,6,68300,146,8993,8951,,3,0,0,68300,0,10,10
2026-05-05,2340,2120,18,94655,1812,12524,12234, ,84,9,1,94655,105,279,184
2026-05-05,5347,3221,2,466848,5267,17365,19413,,12,14,3,466848,3,154,146
2026-05-05,2421,761,0,71735,413,6821,6473, ,0,1,0,71735,0,41,42
2026-05-05,4163,1,0,12675,2,67,68,11     C,0,0,0,12675,0,0,0
2026-05-05,2014,0,1,0,1,2055,2057,OX ,0,0,0,0,0,0,0
2026-05-05,6414,142,0,36471,154,1152,1164, ,1,1,0,36471,4,76,73
2026-05-05,1591,110,0,8699,158,2071,2119,,2,7,0,8699,0,27,20
2026-05-05,2454,707,32,400976,1388,9234,9947, ,0,3,1,400976,31,241,214
2026-05-05,2547,12,0,258773,167,13276,13431, ,0,0,0,258773,0,0,0
2026-05-05,4106,0,0,25227,0,437,437, ,0,0,0,25227,0,0,0
2026-05-05,2850,0,0,78990,2,186,188, ,0,0,0,78990,0,0,0
2026-05-05,6277,1,0,29867,7,409,415, ,0,0,0,29867,0,0,0
2026-05-05,6510,147,2,8197,45,786,686,,0,0,0,8197,2,3,5
2026-05-05,5903,0,0,55805,0,17,17,11     C,0,0,0,55805,0,0,0
2026-05-05,3583,267,0,20086,133,2879,2745, ,0,6,0,20086,1,612,617
2026-05-05,1256,15,0,8943,0,313,298, ,0,0,0,8943,0,0,0
2026-05-05,2536,5,0,83202,1,6973,6969, ,0,0,0,83202,0,0,0
2026-05-05,1722,428,0,245000,489,3774,3835, ,2,129,0,245000,0,17,146
2026-05-05,2324,423,5,1101786,418,54649,54649, ,0,22,0,1101786,0,111,133
2026-05-05,1304,184,0,297190,656,13615,14087, ,0,42,0,297190,13,276,305
2026-05-05,8081,90,0,21543,111,968,989, ,1,0,0,21543,1,2,1
2026-05-05,2449,3700,9,305686,4768,16139,17216, ,33,84,0,305686,52,300,332
2026-05-05,1535,0,0,30935,0,43,43, ,0,0,0,30935,0,0,0
2026-05-05,5522,1,2,195399,1,1032,1034, ,0,0,0,195399,0,0,0
2026-05-05,6803,1,0,18198,0,22,21,,0,0,0,18198,0,0,0
2026-05-05,3711,1572,1,1115208,2349,6889,7667, ,7,40,0,1115208,22,96,114
2026-05-05,3014,105,3,41496,160,2047,2105, ,0,0,0,41496,0,0,0
2026-05-05,5519,3,1,54799,2,684,684, ,0,0,0,54799,0,0,0
2026-05-05,2393,79,2,110848,78,1534,1535, ,0,0,0,110848,0,1,1
2026-05-05,5009,579,0,150617,279,9581,9281,,9,5,0,150617,0,14,9
2026-05-05,6257,2640,0,120978,1726,12832,11918, ,30,5,0,120978,2,80,83
2026-05-05,6227,48,0,19027,59,3210,3221,,0,0,0,19027,0,21,21
2026-05-05,3105,3086,5,105985,2571,44252,43742,,91,132,0,105985,121,710,699
2026-05-05,3228,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-05-05,1217,2,0,123628,4,2248,2250, ,0,0,0,123628,8,8,0
2026-05-05,3008,61,0,33367,39,1217,1195, ,0,0,0,33367,0,5,5
2026-05-05,4174,167,0,32894,90,1397,1320,,0,0,0,32894,0,3,3
2026-05-05,2301,882,6,579193,338,17615,17077, ,5,23,0,579193,4,119,138
2026-05-05,1301,156,0,1591435,799,15356,15999, ,3,1,0,1591435,1,404,404
2026-05-05,1215,5,0,73697,28,460,483, ,0,0,0,73697,0,0,0
2026-05-05,2061,94,0,14344,145,4163,4214,,0,0,0,14344,0,34,34
2026-05-05,3260,2002,9,81436,1117,25141,24265,,22,8,285,81436,1039,668,1984
2026-05-05,6005,570,0,542727,632,5389,5451, ,0,7,0,542727,0,2,9
2026-05-05,2208,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-05,2002,1072,1,3933715,143,38088,37160, ,2,323,0,3933715,3,95,415
2026-05-06,4168,0,0,0,0,198,198,OX,0,0,0,0,0,0,0
2026-05-06,6244,226,8,96760,391,13453,13626,,0,1,0,96760,9,131,139
2026-05-06,4162,23,1,36419,20,2867,2865,,0,0,0,36419,0,2,2
2026-05-06,5269,130,1,18694,115,2854,2840, ,1,0,0,18694,2,10,8
2026-05-06,3228,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-05-06,3052,9,0,58311,7,1479,1477, ,0,0,0,58311,0,3,3
2026-05-06,6271,243,0,52264,786,7597,8140, ,2,1,0,52264,1,17,17
2026-05-06,6488,2714,1,119528,2789,8215,8291,,39,45,1,119528,25,232,213
2026-05-06,4123,188,32,180919,421,12671,12936,,0,229,0,180919,29,443,243
2026-05-06,5538,0,0,50300,2,18,20, ,0,0,0,50300,0,0,0
2026-05-06,5009,174,0,150617,352,9403,9581,,0,0,0,150617,4,10,14
2026-05-06,6409,62,0,21925,114,1926,1978, ,1,0,0,21925,0,4,4
2026-05-06,6456,2559,4,84484,4245,15627,17317, ,42,12,0,84484,57,139,94
2026-05-06,6669,207,1,46460,239,2257,2290, ,0,0,2,46460,1,15,16
2026-05-06,4128,149,6,147042,19,7331,7207,,0,0,0,147042,12,7,19
2026-05-06,5523,0,0,38750,0,3,3,11     C,0,0,0,38750,0,0,0
2026-05-06,5512,60,2,191578,7,4177,4126,,0,0,0,191578,2,0,2
2026-05-06,3686,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,6415,348,6,97237,250,5490,5398, ,364,5,27,97237,1,130,161
2026-05-06,5515,6,0,50400,27,1386,1407, ,0,0,0,50400,0,0,0
2026-05-06,6146,48,0,25466,66,540,558,,0,0,0,25466,0,6,6
2026-05-06,4163,1,0,12675,0,68,67,11     C,0,0,0,12675,0,0,0
2026-05-06,3518,338,27,23440,337,3336,3362, ,151,0,0,23440,6,51,45
2026-05-06,4126,0,0,18150,0,772,772,,0,0,0,18150,0,0,0
2026-05-06,4938,323,2,670541,268,4331,4278, ,2,1,0,670541,2,29,28
2026-05-06,6803,1,0,18198,0,23,22,,0,0,0,18198,0,0,0
2026-05-06,5533,4,0,71311,0,652,648, ,0,0,0,71311,0,0,0
2026-05-06,5521,316,70,123070,331,18729,18814, ,20,0,0,123070,11,11,0
2026-05-06,6147,5972,1,186148,9533,47739,51301,11   A,45,122,0,186148,76,748,702
2026-05-06,6227,173,0,19027,48,3335,3210,,1,0,0,19027,1,20,21
2026-05-06,5903,2,0,55805,1,18,17,11     C,0,0,0,55805,0,0,0
2026-05-06,3653,167,2,36683,57,1866,1758, ,1,5,0,36683,50,148,103
2026-05-06,6523,0,0,11261,0,53,53,,0,0,0,11261,0,0,0
2026-05-06,4919,1476,0,104941,2966,20281,21771, ,1467,143,0,104941,85,1667,1725
2026-05-06,3105,4034,3,105985,4289,43994,44252,,66,132,0,105985,185,657,710
2026-05-06,3691,209,0,19799,226,3192,3209,,1,29,0,19799,4,109,84
2026-05-06,3515,113,0,30886,193,2389,2469, ,0,1,0,30886,0,11,12
2026-05-06,3211,1064,1,38592,706,9073,8716,,49,17,0,38592,33,34,50
2026-05-06,3085,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-05-06,8044,14,3,33644,12,2355,2356,,0,0,0,33644,0,31,31
2026-05-06,6446,224,0,94981,114,6980,6870, ,0,0,0,94981,3,9,6
2026-05-06,4116,3,0,11141,1,262,260,11     C,0,0,0,11141,0,0,0
2026-05-06,5522,5,0,195399,4,1033,1032, ,0,0,0,195399,0,0,0
2026-05-06,3209,491,0,58847,365,5470,5344, ,6,2,0,58847,1,16,17
2026-05-06,6277,16,0,29867,10,415,409, ,0,0,0,29867,0,0,0
2026-05-06,6770,22815,44,1060950,10584,139708,127521, ,240,391,5,1060950,320,2860,2936
2026-05-06,3532,2006,0,96962,1834,7326,7154, ,11,76,0,96962,134,247,189
2026-05-06,3062,423,35,82522,294,11951,11857, ,0,0,0,82522,2,107,105
2026-05-06,3583,172,0,20086,393,2658,2879, ,9,5,8,20086,3,602,612
2026-05-06,5536,56,0,31020,133,1278,1355,,2,1,0,31020,0,17,16
2026-05-06,6510,103,0,8197,137,752,786,,0,0,0,8197,0,3,3
2026-05-06,6263,5,0,15625,13,217,225,,0,0,0,15625,0,0,0
2026-05-06,5347,4953,5,466848,4518,17795,17365,,34,123,0,466848,14,263,154
2026-05-06,3711,781,2,1115208,958,6710,6889, ,4,5,0,1115208,5,96,96
2026-05-06,4743,670,1,120102,188,13104,12623,,3,0,0,120102,35,138,173
2026-05-06,5519,4,0,54799,1,687,684, ,0,0,0,54799,0,0,0
2026-05-06,6194,0,0,12000,11,1669,1680,,0,0,0,12000,0,0,0
2026-05-06,4174,97,0,32894,175,1319,1397,,0,0,0,32894,0,3,3
2026-05-06,4133,28,0,15138,25,994,991, ,0,0,0,15138,0,0,0
2026-05-06,3260,4876,7,81436,4009,26001,25141,,49,44,88,81436,104,520,668
2026-05-06,4147,183,1,68300,114,9061,8993,,0,0,0,68300,0,10,10
2026-05-06,3548,115,2,16936,101,4168,4156,,2,0,0,16936,0,11,11
2026-05-06,4960,161,1,142926,213,18595,18648, ,162,27,0,142926,0,11,38
2026-05-06,6245,244,2,36652,87,3422,3267,,2,0,0,36652,0,1,1
2026-05-06,6414,86,0,36471,121,1117,1152, ,0,2,0,36471,0,74,76
2026-05-06,4121,5,1,20777,27,5264,5287,,0,0,0,20777,2,8,10
2026-05-06,5876,37,0,1215400,122,1552,1637, ,0,0,0,1215400,0,3,3
2026-05-06,3576,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,4108,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,6461,0,0,0,0,0,0,OX,0,0,0,0,0,0,0
2026-05-06,3550,1061,0,26887,1348,13816,14103, ,37,77,0,26887,3,75,149
2026-05-06,6442,167,0,19647,258,4472,4563, ,286,27,24,19647,9,132,174
2026-05-06,6285,2215,33,120915,2270,22120,22208, ,23,25,0,120915,45,194,174
2026-05-06,8081,87,0,21543,126,929,968, ,0,0,0,21543,0,2,2
2026-05-06,6257,1131,3,120978,2271,11689,12832, ,20,10,0,120978,21,91,80
2026-05-06,4142,58,3,107376,67,6656,6668, ,0,0,0,107376,0,1,1
2026-05-06,3376,474,0,48940,818,12630,12974, ,0,4,0,48940,13,24,15
2026-05-06,3406,29,2,28185,111,2076,2160, ,0,0,0,28185,2,34,32
2026-05-06,5371,357,4,97745,279,20673,20599,,1,3,0,97745,68,113,178
2026-05-06,6005,452,0,542727,813,5028,5389, ,0,0,0,542727,2,4,2
2026-05-06,6789,936,0,79574,2518,11977,13559, ,9,41,0,79574,1,154,194
2026-05-06,6643,241,0,10449,262,2429,2450,,113,1,0,10449,50,25,74
2026-05-06,5531,360,0,244397,5,1896,1541, ,0,0,0,244397,0,7,7
2026-05-06,6239,2072,1,189786,3377,12344,13650, ,79,17,0,189786,13,98,102
2026-05-06,4106,2,0,25227,0,439,437, ,0,0,0,25227,0,0,0
2026-05-06,3530,194,6,19368,122,1416,1350, ,1,0,0,19368,1,2,1
2026-05-06,6274,2232,4,72203,1178,10592,9542,,13,138,99,72203,14,1086,1061
2026-05-06,6120,189,9,149749,154,8559,8533, ,1,0,0,149749,0,6,6
2026-05-06,6278,2628,0,73099,4774,19972,22118, ,5,28,0,73099,694,760,94
2026-05-06,3596,41,0,55088,46,1155,1160, ,1,1,0,55088,0,8,9
2026-05-06,4961,105,1,30313,68,2726,2690, ,0,3,0,30313,0,8,11
2026-05-06,3044,371,0,131401,344,6020,5993, ,7,0,0,131401,1,32,31
2026-05-06,4175,2,0,10580,0,33,31,11     C,0,0,0,10580,0,0,0
2026-05-06,1784,18,1,13280,4,1851,1838,,0,0,0,13280,0,0,0
2026-05-06,3189,2409,4,131731,3448,20277,21320, ,33,131,0,131731,40,407,498
2026-05-06,3706,3795,15,331803,2117,35546,33883, ,12,13,0,331803,99,210,124
2026-05-06,3057,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,5904,26,0,26610,24,178,176,,0,0,0,26610,0,1,1
2026-05-06,6269,419,1,80957,227,5657,5466, ,1,4,0,80957,1,108,111
2026-05-06,3597,43,0,9809,14,1242,1213,,0,0,0,9809,0,0,0
2026-05-06,6533,182,1,12662,191,2379,2389, ,8,1,0,12662,0,39,40
2026-05-06,4160,1,0,6672,0,128,127,,0,0,0,6672,0,0,0
2026-05-06,4906,713,1,109088,1234,27360,27882, ,2,25,45,109088,7,1381,1444
2026-05-06,4130,16,0,34471,0,1718,1702,,0,0,0,34471,0,28,28
2026-05-06,4119,36,0,29877,5,687,656, ,0,0,0,29877,0,0,0
2026-05-06,1725,1,0,45457,9,273,281, ,0,0,0,45457,0,0,0
2026-05-06,4171,1,0,14514,0,772,771,,0,0,0,14514,0,0,0
2026-05-06,3443,429,6,33502,348,5119,5044, ,2,18,0,33502,8,125,135
2026-05-06,6230,13,0,21585,3,575,565, ,0,0,0,21585,0,0,0
2026-05-06,3231,4876,7,795103,3041,54695,52867, ,4,28,0,795103,70,529,487
2026-05-06,4966,137,1,19739,109,5279,5252,,3,1,0,19739,2,11,12
2026-05-06,6547,109,18,82187,63,9069,9041,,0,30,0,82187,4,604,578
2026-05-06,5483,1661,1,160305,2046,9805,10191,,58,36,0,160305,17,131,112
2026-05-06,3494,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,6505,122,0,2381489,413,12591,12882, ,0,2,0,2381489,2,11,11
2026-05-06,3230,16,1,17752,103,5100,5188,,0,0,0,17752,0,0,0
2026-05-06,3593,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,5880,3,0,3920234,1,1870,1868, ,0,0,0,3920234,0,22,22
2026-05-06,5546,0,0,20588,0,19,19, ,0,0,0,20588,0,0,0
2026-05-06,4904,2,0,878396,2,53,53, ,0,0,0,878396,0,0,0
2026-05-06,3533,225,0,28133,202,997,974, ,0,0,0,28133,4,5,1
2026-05-06,3141,110,0,18865,134,4053,4077,,0,0,0,18865,0,9,9
2026-05-06,6214,63,1,68060,92,1752,1782, ,0,0,0,68060,0,0,0
2026-05-06,8210,744,0,31329,557,3976,3789, ,4,4,0,31329,6,38,36
2026-05-06,5534,8,0,78831,14,3583,3589, ,0,0,0,78831,0,14,14
2026-05-06,3707,4319,1,86617,7248,12586,15516,,43,87,5,86617,244,744,906
2026-05-06,4148,6,0,16808,18,645,657, ,0,0,0,16808,0,0,0
2026-05-06,1304,504,0,297190,767,13352,13615, ,10,13,0,297190,3,266,276
2026-05-06,5274,11,0,9450,21,96,106,,0,0,0,9450,0,1,1
2026-05-06,3661,405,3,19832,469,5028,5095, ,1,0,0,19832,41,145,104
2026-05-06,2718,3,0,18144,1,322,320,,0,0,0,18144,0,0,0
2026-05-06,2441,1118,3,142211,1240,9790,9915, ,38,22,0,142211,324,505,203
2026-05-06,1726,0,0,40500,0,7,7, ,0,0,0,40500,0,0,0
2026-05-06,1312,160,2,276655,302,15741,15885, ,0,1,0,276655,35,97,63
2026-05-06,2449,3925,2,305686,2692,17370,16139, ,59,81,0,305686,125,344,300
2026-05-06,2911,0,0,0,0,0,0,OX ,0,0,0,0,0,0,0
2026-05-06,3059,122,0,76929,528,12596,13002, ,0,3,0,76929,0,14,17
2026-05-06,3481,43758,39,1997299,65316,337749,359346, ,1109,1333,3,1997299,1219,16404,16521
2026-05-06,5525,0,1,79526,0,363,364, ,0,0,0,79526,0,0,0
2026-05-06,2454,1271,4,400976,2598,7903,9234, ,9,83,4,400976,92,246,241
2026-05-06,3040,19,0,16556,18,13888,13887,@ ,0,0,0,16556,0,7,7
2026-05-06,1777,0,0,11147,0,37,37,11     C,0,0,0,11147,0,0,0
2026-05-06,2455,104,27,46226,1279,9837,11039, ,358,521,0,46226,102,831,1250
2026-05-06,2460,0,0,0,0,401,401,OX ,0,0,0,0,0,0,0
2026-05-06,1722,278,2,245000,155,3895,3774, ,3,0,2,245000,3,18,17
2026-05-06,1233,0,0,22647,0,58,58, ,0,0,0,22647,0,0,0
2026-05-06,1718,189,14,421476,84,12639,12548, ,0,0,0,421476,0,0,0
2026-05-06,3041,141,0,29268,113,3533,3505, ,0,0,0,29268,10,14,4
2026-05-06,2439,174,1,63456,79,3355,3261, ,1,0,0,63456,3,9,6
2026-05-06,1733,0,0,24987,0,2640,2640, ,0,0,0,24987,0,0,0
2026-05-06,2912,5,0,259905,26,640,661, ,0,19,0,259905,0,1,20
2026-05-06,1760,33,1,21434,26,971,965, ,2,1,0,21434,0,8,9
2026-05-06,1788,0,0,11130,0,0,0,11     C,0,0,0,11130,0,0,0
2026-05-06,2409,9394,49,1886774,16412,195412,202479, ,251,535,8,1886774,962,19549,19130
2026-05-06,2915,19,0,276079,19,9025,9025, ,0,0,0,276079,0,67,67
2026-05-06,3037,2782,12,393882,2508,38253,37991, ,16,101,0,393882,49,258,310
2026-05-06,2412,9,0,1939361,1,355,347, ,0,0,0,1939361,0,6,6
2026-05-06,1210,10,1,223691,3,1802,1796, ,0,0,0,223691,0,0,0
2026-05-06,1786,59,0,18706,98,5764,5803, ,0,0,0,18706,0,0,0
2026-05-06,2461,35,0,47971,38,3772,3775, ,0,0,0,47971,0,2,2
2026-05-06,1310,369,6,131967,325,11544,11506, ,23,0,0,131967,0,2,2
2026-05-06,1234,0,0,100467,0,25,25, ,0,0,0,100467,0,0,0
2026-05-06,3038,32,0,39351,4,1317,1289, ,0,0,0,39351,0,1,1
2026-05-06,1314,500,45,946212,773,47429,47747, ,14,1,0,946212,2,19,18
2026-05-06,2509,6,0,56137,0,660,654, ,0,0,0,56137,0,0,0
