date,futures_id,contract_date,open,max,min,close,spread,spread_per,volume,settlement_price,open_interest,trading_session
2026-04-27,MTX,202605/202606,92.0,94.0,90.0,94.0,0.0,0.0,17,0.0,0,position
2026-04-27,MTX,202605/202607,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-27,MTX,202605/202609,150.0,150.0,150.0,150.0,0.0,0.0,5,0.0,0,position
2026-04-27,MTX,202605/202612,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-27,MTX,202605/202703,868.0,868.0,868.0,868.0,0.0,0.0,2,0.0,0,position
2026-04-27,MTX,202605W1/202605,171.0,171.0,171.0,171.0,0.0,0.0,1,0.0,0,position
2026-04-27,MTX,202606/202607,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-27,MTX,202606/202609,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-27,MTX,202606/202703,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-27,MTX,202607/202703,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,position
2026-04-28,MTX,202604W5,39623.0,39801.0,39345.0,39572.0,-88.0,-0.22,100,0.0,0,after_market
2026-04-28,MTX,202605W1,39413.0,39413.0,39413.0,39413.0,-294.0,-0.74,2,0.0,0,after_market
2026-04-28,MTX,202605,39863.0,40053.0,39487.0,39721.0,-200.0,-0.5,124868,0.0,0,after_market
2026-04-28,MTX,202606,39980.0,40147.0,39595.0,39838.0,-159.0,-0.4,2954,0.0,0,after_market
2026-04-28,MTX,202607,39921.0,40101.0,39580.0,39809.0,-140.0,-0.35,169,0.0,0,after_market
2026-04-28,MTX,202609,40047.0,40190.0,39677.0,39888.0,-159.0,-0.4,70,0.0,0,after_market
2026-04-28,MTX,202612,40289.0,40526.0,40018.0,40255.0,-135.0,-0.33,40,0.0,0,after_market
2026-04-28,MTX,202703,40887.0,41093.0,40543.0,40744.0,-208.0,-0.51,34,0.0,0,after_market
2026-04-28,MTX,202604W5/202605,201.0,201.0,156.0,175.0,0.0,0.0,23,0.0,0,after_market
2026-04-28,MTX,202605/202606,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202605/202607,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202605/202609,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202605/202612,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202605/202703,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202605W1/202605,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202606/202607,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202606/202609,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202606/202703,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202607/202703,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,after_market
2026-04-28,MTX,202604W5,39645.0,40065.0,39500.0,39500.0,-160.0,-0.4,125,39539.0,90,position
2026-04-28,MTX,202605W1,40155.0,40155.0,39600.0,39600.0,-107.0,-0.27,3,39588.0,24,position
