date,Close,High,Low,Open,Volume
2025-05-29,16.75031280517578,16.796583680487014,16.565225773689342,16.75031280517578,37000
2025-06-02,16.704038619995117,16.79658212718014,16.426409863560636,16.426409863560636,24000
2025-06-03,16.61149787902832,16.796583139432006,16.333867340741755,16.333867340741755,20000
2025-06-04,16.56522560119629,16.79658350558484,16.47268208641672,16.79658350558484,30000
2025-06-05,16.56522560119629,16.704039990805274,16.426411211587304,16.426411211587304,20000
2025-06-06,16.56522560119629,16.657769115975857,16.426411211587304,16.657769115975857,26000
2025-06-09,16.56522560119629,16.56522560119629,16.380140336757883,16.47268208641672,14000
2025-06-10,16.65776824951172,16.70403912193433,16.56522473954586,16.65776824951172,19000
2025-06-11,16.65776824951172,16.84285526944344,16.56522473954586,16.65776824951172,21000
2025-06-12,16.61149787902832,16.796583139432006,16.518954366266133,16.796583139432006,21010
2025-06-13,16.70615005493164,17.22673939473181,16.70615005493164,17.22673939473181,17010
2025-06-16,16.658824920654297,17.037434208665452,16.658824920654297,17.037434208665452,12000
2025-06-17,16.658824920654297,16.800803177989543,16.61149763130822,16.658824920654297,13000
2025-06-18,16.658824920654297,16.84812866198413,16.61149763130822,16.61149763130822,12000
2025-06-19,16.61149787902832,16.800803428532678,16.61149787902832,16.800803428532678,25000
2025-06-20,16.70615005493164,16.753477343286995,16.564171800568488,16.611497283572387,20000
2025-06-23,16.753477096557617,17.03743360110208,16.564171556627024,16.564171556627024,9000
2025-06-24,16.658824920654297,17.037434208665452,16.658824920654297,17.037434208665452,11000
2025-06-25,16.658824920654297,16.99010872467087,16.51684666331905,16.564172147313634,50000
2025-06-26,16.80080223083496,16.99010776684408,16.65882398150382,16.99010776684408,14000
2025-06-27,16.658824920654297,16.800803177989543,16.564172147313634,16.800803177989543,26062
2025-06-30,16.61149787902832,16.61149787902832,16.374866844823636,16.516846909627663,16000
2025-07-01,16.753477096557617,16.848128061171487,16.61149703893396,16.61149703893396,36310
2025-07-02,16.658824920654297,16.94278143532479,16.564172147313634,16.94278143532479,13000
2025-07-03,16.89545440673828,16.942779886406345,16.611496112675923,16.942779886406345,20027
2025-07-04,16.848127365112305,17.132085663276815,16.753476404408822,16.848127365112305,23000
2025-07-07,16.848127365112305,17.17941114362856,16.848127365112305,17.03743289722198,14036
2025-07-08,16.753477096557617,17.274064623339612,16.422193304354792,17.274064623339612,24001
2025-07-09,16.658824920654297,17.037434208665452,16.51684666331905,17.037434208665452,10876
2025-07-10,16.658824920654297,16.895455951330206,16.61149763130822,16.75347769399496,10705
2025-07-11,17.32139015197754,17.70000123285143,16.800802623803087,16.848128106236608,182016
2025-07-14,17.22673988342285,17.321390852115726,17.037434335334094,17.08475981968053,22000
2025-07-15,17.084758758544922,17.558020794020972,17.084758758544922,17.558020794020972,17000
2025-07-16,17.179410934448242,17.51069470893071,17.179410934448242,17.51069470893071,18000
2025-07-17,17.22673988342285,17.368718141813666,17.17941259372491,17.368718141813666,19672
2025-07-18,17.22673988342285,17.368718141813666,17.22673988342285,17.22673988342285,21000
2025-07-21,17.179410934448242,17.32138917912606,17.084758169545918,17.32138917912606,15060
2025-07-22,17.22673988342285,17.510696400204484,17.22673988342285,17.510696400204484,26072
2025-07-23,17.32139015197754,17.510695692414483,17.274064669544018,17.510695692414483,21036
2025-07-24,17.32139015197754,17.416042922196013,17.226739187110496,17.416042922196013,14000
2025-07-25,17.274065017700195,17.321390501087553,16.848128445808097,16.848128445808097,25000
2025-07-28,17.179410934448242,17.179410934448242,17.037432689770423,17.179410934448242,63000
2025-07-29,17.084758758544922,17.226738813468852,16.848127740806895,17.084758758544922,19000
2025-07-30,17.084758758544922,17.132086045303364,16.848127740806895,17.132086045303364,10000
2025-07-31,17.084758758544922,17.17941152671041,17.084758758544922,17.17941152671041,9000
2025-08-04,17.179410934448242,17.22673821957507,17.084758169545918,17.22673821957507,24000
2025-08-05,17.179410934448242,17.32138917912606,17.084758169545918,17.32138917912606,29000
